case,raw_folder,test_id,theta1,theta2,pt,type,curve_csv
Case2,2,192,89.0,-86.0,4916.256448855694,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_192.csv
Case2,2,193,48.0,41.0,15391.811911449251,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_193.csv
Case2,2,194,-11.0,-16.0,17995.32653778174,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_194.csv
Case2,2,195,12.0,71.0,21609.72681903185,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_195.csv
Case2,2,196,-32.0,84.0,17057.653938905187,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_196.csv
Case2,2,197,-80.0,-38.0,15949.267921322184,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_197.csv
Case2,2,198,-82.0,-53.0,10525.87463552392,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_198.csv
Case2,2,199,-45.0,82.0,12868.27896151428,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_199.csv
Case2,2,200,88.0,-42.0,11945.11328635953,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_200.csv
Case2,2,201,-73.0,-27.0,18396.69650336068,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_201.csv
Case2,2,202,-24.0,-76.0,19436.889317435416,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_202.csv
Case2,2,203,33.0,58.0,16481.520967262808,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_203.csv
Case2,2,204,27.0,-22.0,20169.219416635045,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_204.csv
Case2,2,205,-58.0,-50.0,15058.90222602965,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_205.csv
Case2,2,206,4.0,90.0,10033.736811180552,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_206.csv
Case2,2,207,19.0,-83.0,20718.630788170623,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_207.csv
Case2,2,208,-87.0,47.0,11985.412902705066,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_208.csv
Case2,2,209,58.0,-69.0,11262.7522869744,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_209.csv
Case2,2,210,-10.0,23.0,18592.485941262126,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_210.csv
Case2,2,211,55.0,-59.0,13082.073949807596,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_211.csv
Case2,2,212,-63.0,54.0,13149.642813456412,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_212.csv
Case2,2,213,67.0,-42.0,15238.461765495984,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_213.csv
Case2,2,214,63.0,-14.0,21252.83674905893,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_214.csv
Case2,2,215,9.0,13.0,17835.088760201925,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_215.csv
Case2,2,216,-10.0,59.0,21647.50111512341,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_216.csv
Case2,2,217,21.0,56.0,19609.78370155998,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_217.csv
Case2,2,218,5.0,-15.0,17291.633850273225,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_218.csv
Case2,2,219,-7.0,65.0,22070.77677141205,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_219.csv
Case2,2,220,14.0,-23.0,19368.438682776316,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_220.csv
Case2,2,221,74.0,-56.0,10774.798576776451,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_221.csv
Case2,2,222,7.0,-80.0,21939.181417166652,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_222.csv
Case2,2,223,-78.0,-48.0,12092.550507205471,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_223.csv
Case2,2,224,-4.0,-43.0,22327.81469540721,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_224.csv
Case2,2,225,2.0,-73.0,22243.855918504287,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_225.csv
Case2,2,226,-42.0,80.0,12636.501192716887,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_226.csv
Case2,2,227,-42.0,-6.0,22027.314876317232,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_227.csv
Case2,2,228,60.0,-31.0,16943.9259793842,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_228.csv
Case2,2,229,42.0,86.0,12147.201106459304,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_229.csv
Case2,2,230,-44.0,-30.0,16292.770338829978,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_230.csv
Case2,2,231,-69.0,24.0,19228.988106973306,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_231.csv
Case2,2,232,-8.0,-27.0,20445.4605050078,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_232.csv
Case2,2,233,61.0,-20.0,19368.7626984714,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_233.csv
Case2,2,234,-49.0,-40.0,15305.524143283565,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_234.csv
Case2,2,235,-62.0,7.0,21858.485639555445,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_235.csv
Case2,2,236,16.0,-57.0,20380.704515986185,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_236.csv
Case2,2,237,-32.0,66.0,17161.738009005196,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_237.csv
Case2,2,238,64.0,-22.0,19569.55455635698,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_238.csv
Case2,2,239,30.0,17.0,19618.045851961564,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_239.csv
Case2,2,240,53.0,26.0,17742.89028742882,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_240.csv
Case2,2,241,13.0,6.0,17186.14571104635,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_241.csv
Case2,2,242,-31.0,60.0,17150.369386403705,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_242.csv
Case2,2,243,-63.0,-63.0,11513.413895177378,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_243.csv
Case2,2,244,85.0,-58.0,9226.505402181536,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_244.csv
Case2,2,245,-34.0,-14.0,19856.71831950007,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_245.csv
Case2,2,246,60.0,61.0,12124.704993225623,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_246.csv
Case2,2,247,-83.0,78.0,5901.031192304986,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_247.csv
Case2,2,248,6.0,27.0,19856.12344991926,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_248.csv
Case2,2,249,6.0,16.0,17514.902048012034,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_249.csv
Case2,2,250,-47.0,64.0,15090.812055075732,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_250.csv
Case2,2,251,-69.0,0.0,22201.525456809683,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_251.csv
Case2,2,252,-82.0,-45.0,12763.099799450643,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_252.csv
Case2,2,253,56.0,-34.0,15738.299968085543,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_253.csv
Case2,2,254,-75.0,-17.0,20296.055254171773,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_254.csv
Case2,2,255,32.0,-60.0,16888.94951834212,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_255.csv
Case2,2,256,-25.0,-11.0,19544.900116467492,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_256.csv
Case2,2,257,65.0,80.0,8230.341289271644,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_257.csv
Case2,2,258,54.0,-18.0,20169.55595728981,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_258.csv
Case2,2,259,-6.0,38.0,21158.46303928862,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_259.csv
Case2,2,260,-50.0,68.0,12916.439480898927,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_260.csv
Case2,2,261,-14.0,-28.0,20763.839450044543,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_261.csv
Case2,2,262,-57.0,76.0,10374.91503648878,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_262.csv
Case2,2,263,-24.0,2.0,19570.39536599779,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_263.csv
Case2,2,264,87.0,-65.0,7712.739051064256,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_264.csv
Case2,2,265,-25.0,-84.0,19152.831678599323,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_265.csv
Case2,2,266,-26.0,-39.0,17127.531263806726,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_266.csv
Case2,2,267,-33.0,-46.0,15671.874617300973,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_267.csv
Case2,2,268,-59.0,29.0,17032.334444544056,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_268.csv
Case2,2,269,-60.0,60.0,12347.987714725065,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_269.csv
Case2,2,270,10.0,76.0,21674.54326783603,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_270.csv
Case2,2,271,-30.0,50.0,16716.32705618474,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_271.csv
Case2,2,272,72.0,69.0,8584.556018685464,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_272.csv
Case2,2,273,81.0,62.0,8688.00910600487,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_273.csv
Case2,2,274,30.0,-25.0,18587.120373728012,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_274.csv
Case2,2,275,80.0,-20.0,20160.33761725802,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_275.csv
Case2,2,276,-88.0,70.0,6781.832437735399,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_276.csv
Case2,2,277,57.0,88.0,9410.122436155292,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_277.csv
Case2,2,278,18.0,78.0,20980.223802292832,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_278.csv
Case2,2,279,-88.0,-89.0,4911.513135183643,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_279.csv
Case2,2,280,-31.0,-12.0,20727.153056757856,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_280.csv
Case2,2,281,-72.0,-17.0,20293.4445489537,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_281.csv
Case2,2,282,25.0,-74.0,19086.397246924498,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_282.csv
Case2,2,283,34.0,-21.0,19004.433446355994,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_283.csv
Case2,2,284,16.0,16.0,18209.758475005117,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_284.csv
Case2,2,285,-21.0,55.0,19091.416500846422,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_285.csv
Case2,2,286,40.0,-87.0,12546.509245976511,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_286.csv
Case2,2,287,-77.0,22.0,19682.419178480406,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_287.csv
Case2,2,288,37.0,70.0,16209.4467206728,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_288.csv
Case2,2,289,-9.0,44.0,21714.82087123156,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_289.csv
Case2,2,290,20.0,-82.0,20522.18521869169,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_290.csv
Case2,2,291,26.0,5.0,19902.574046667247,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_291.csv
Case2,2,292,71.0,-88.0,6680.707967500501,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_292.csv
Case2,2,293,-28.0,11.0,19614.779213469814,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_293.csv
Case2,2,294,-71.0,-57.0,10964.727394088353,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_294.csv
Case2,2,295,-84.0,-9.0,21555.485153170084,2,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_295.csv
Case2,2,296,-48.0,82.0,11880.68588063415,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_296.csv
Case2,2,297,-13.0,-4.0,17336.19490492257,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_297.csv
Case2,2,298,-19.0,-23.0,19757.553204401796,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_298.csv
Case2,2,299,5.0,-32.0,21877.266309314433,3,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_299.csv
Case2,2,300,51.0,46.0,15619.052271961038,1,data/datasets/DD_cases_2_3_4_curated_v1/Case2/csv_load/force_disp_Test_300.csv
Case3,3,001,65.0,19.0,20279.923491437014,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_001.csv
Case3,3,002,40.0,-51.0,15556.61473956806,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_002.csv
Case3,3,003,-44.0,65.0,15269.17077320444,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_003.csv
Case3,3,004,49.0,48.0,14761.544948240946,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_004.csv
Case3,3,005,-52.0,20.0,19591.464258347456,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_005.csv
Case3,3,006,-15.0,-74.0,20879.436434672043,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_006.csv
Case3,3,007,51.0,-83.0,11082.310852104845,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_007.csv
Case3,3,008,86.0,9.0,21509.70463796609,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_008.csv
Case3,3,009,-63.0,21.0,19251.815448846046,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_009.csv
Case3,3,010,-74.0,83.0,6481.632761335873,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_010.csv
Case3,3,011,-39.0,-9.0,20502.16122153169,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_011.csv
Case3,3,012,-56.0,9.0,21551.135354916772,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_012.csv
Case3,3,013,61.0,33.0,16557.71990006798,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_013.csv
Case3,3,014,19.0,79.0,20720.16069294209,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_014.csv
Case3,3,015,35.0,60.0,16265.619753031,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_015.csv
Case3,3,016,75.0,-61.0,9627.785438115676,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_016.csv
Case3,3,017,-30.0,66.0,17728.921577513524,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_017.csv
Case3,3,018,-53.0,31.0,16497.2567466334,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_018.csv
Case3,3,019,-79.0,29.0,18070.251752433138,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_019.csv
Case3,3,020,-2.0,48.0,22366.159931756138,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_020.csv
Case3,3,021,-49.0,-67.0,13319.084810233135,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_021.csv
Case3,3,022,43.0,-33.0,15889.038536401165,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_022.csv
Case3,3,023,62.0,-67.0,10932.381073716295,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_023.csv
Case3,3,024,30.0,75.0,17977.90860553779,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_024.csv
Case3,3,025,80.0,-80.0,5974.146129044565,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_025.csv
Case3,3,026,-81.0,73.0,6744.9138728114285,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_026.csv
Case3,3,027,54.0,-38.0,15446.130281350363,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_027.csv
Case3,3,028,36.0,-31.0,16682.210319863058,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_028.csv
Case3,3,029,52.0,-41.0,15313.712162579053,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_029.csv
Case3,3,030,15.0,-12.0,17744.380938128746,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_030.csv
Case3,3,031,-55.0,-62.0,12596.629945386905,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_031.csv
Case3,3,032,-19.0,-7.0,18265.84956987515,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_032.csv
Case3,3,033,-61.0,86.0,8682.978801978961,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_033.csv
Case3,3,034,-43.0,-15.0,20219.92060986161,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_034.csv
Case3,3,035,70.0,81.0,7269.449927975162,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_035.csv
Case3,3,036,8.0,25.0,19590.312251762076,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_036.csv
Case3,3,037,-85.0,67.0,7437.374438342424,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_037.csv
Case3,3,038,-56.0,52.0,13793.36665248805,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_038.csv
Case3,3,039,64.0,42.0,15236.895707091195,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_039.csv
Case3,3,040,-27.0,-54.0,17847.394344086144,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_040.csv
Case3,3,041,-2.0,-68.0,22366.10987565245,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_041.csv
Case3,3,042,84.0,51.0,11029.187226315635,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_042.csv
Case3,3,043,79.0,-71.0,7265.906238969385,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_043.csv
Case3,3,044,59.0,-56.0,13023.83583202239,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_044.csv
Case3,3,045,-18.0,-35.0,20742.239262719024,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_045.csv
Case3,3,046,-76.0,-77.0,6801.598728565306,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_046.csv
Case3,3,047,42.0,27.0,16670.4063688223,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_047.csv
Case3,3,048,1.0,71.0,22351.737191512922,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_048.csv
Case3,3,049,-37.0,22.0,18986.188840685034,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_049.csv
Case3,3,050,-16.0,44.0,20112.13068030207,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_050.csv
Case3,3,051,28.0,57.0,17702.527798828363,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_051.csv
Case3,3,052,-79.0,34.0,16829.45536165559,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_052.csv
Case3,3,053,3.0,87.0,22220.532735999415,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_053.csv
Case3,3,054,-17.0,-44.0,20540.564821381304,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_054.csv
Case3,3,055,44.0,-49.0,15997.367575066146,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_055.csv
Case3,3,056,67.0,-19.0,20247.081969890616,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_056.csv
Case3,3,057,2.0,74.0,22307.3810493151,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_057.csv
Case3,3,058,82.0,19.0,19825.92013785666,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_058.csv
Case3,3,059,14.0,3.0,17907.041420745703,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_059.csv
Case3,3,060,44.0,-84.0,11896.605474082471,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_060.csv
Case3,3,061,0.0,-52.0,22402.342271727717,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_061.csv
Case3,3,062,33.0,26.0,17685.15756520484,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_062.csv
Case3,3,063,-75.0,38.0,16012.548531386854,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_063.csv
Case3,3,064,-20.0,55.0,19359.54785727134,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_064.csv
Case3,3,065,72.0,31.0,17499.697679404366,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_065.csv
Case3,3,066,75.0,72.0,7625.839698244229,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_066.csv
Case3,3,067,-83.0,68.0,7387.256006503648,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_067.csv
Case3,3,068,-26.0,-1.0,19306.640859573567,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_068.csv
Case3,3,069,-36.0,57.0,15982.069252168067,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_069.csv
Case3,3,070,-89.0,-51.0,10878.994333085067,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_070.csv
Case3,3,071,-45.0,-29.0,16257.495189212224,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_071.csv
Case3,3,072,-29.0,13.0,20882.91104651696,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_072.csv
Case3,3,073,-22.0,46.0,18371.96950636458,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_073.csv
Case3,3,074,-1.0,-8.0,16633.331228700798,3,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_074.csv
Case3,3,075,-22.0,82.0,19756.321916457244,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_075.csv
Case3,3,076,50.0,5.0,21956.812747095355,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_076.csv
Case3,3,077,-64.0,20.0,19525.691414505887,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_077.csv
Case3,3,078,29.0,-79.0,18247.13242932,2,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_078.csv
Case3,3,079,-67.0,39.0,15675.124287693527,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_079.csv
Case3,3,080,-53.0,-64.0,13188.68719536989,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_080.csv
Case3,3,081,-38.0,-72.0,16101.966755035071,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_081.csv
Case3,3,082,85.0,48.0,11681.724205184206,1,data/datasets/DD_cases_2_3_4_curated_v1/Case3/csv_load/force_disp_Test_082.csv
