case,geometry,test_id,label,source,confidence,bilinear_r2,tail_curvature,break_fraction,independent
Case2,6x8,6x8_200,2,curve_classifier_pseudo_label,0.48833333333333334,0.9982197333274875,0.1385938361984453,0.2177822177822178,2
Case2,6x8,6x8_201,2,curve_classifier_pseudo_label,0.715,0.9963807604621818,0.1813673890855921,0.1848151848151848,2
Case2,6x8,6x8_202,2,curve_classifier_pseudo_label,0.735,0.9959698383269425,0.17836535275750579,0.2047952047952048,2
Case2,6x8,6x8_203,2,curve_classifier_pseudo_label,0.6483333333333333,0.9978717830477762,0.1491324638822433,0.2047952047952048,2
Case2,6x8,6x8_204,3,curve_classifier_pseudo_label,0.7216666666666667,0.9939483894619637,0.17706118876343427,0.25674325674325676,2
Case2,6x8,6x8_205,1,curve_classifier_pseudo_label,0.9933333333333333,0.9996334795089306,0.07672629077804909,0.46853146853146854,1
Case2,6x8,6x8_206,2,curve_classifier_pseudo_label,0.6683333333333333,0.996093886043252,0.15063597935907042,0.3226773226773227,2
Case2,6x8,6x8_207,2,curve_classifier_pseudo_label,0.7633333333333333,0.995894240421714,0.15774268353997495,0.25874125874125875,2
Case2,6x8,6x8_208,2,curve_classifier_pseudo_label,0.49666666666666665,0.9986469807771816,0.1215684738833229,0.2627372627372627,2
Case2,6x8,6x8_209,1,curve_classifier_pseudo_label,0.9183333333333333,0.9998797347397095,0.048645254214729504,0.4025974025974026,1
Case2,6x8,6x8_210,3,curve_classifier_pseudo_label,0.8216666666666667,0.9950230883738835,0.1703472097828438,0.2967032967032967,2
Case2,6x8,6x8_211,1,curve_classifier_pseudo_label,0.9966666666666667,0.9999514371593671,0.033453567462955185,0.47652347652347654,1
Case2,6x8,6x8_212,1,curve_classifier_pseudo_label,0.9916666666666667,0.9999433807134549,0.027968905980436398,0.4385614385614386,1
Case2,6x8,6x8_213,2,curve_classifier_pseudo_label,0.5,0.9987117346486699,0.11988962205110136,0.26373626373626374,2
Case2,6x8,6x8_214,2,curve_classifier_pseudo_label,0.6933333333333334,0.9958356307773003,0.1620289176405464,0.24675324675324675,2
Case2,6x8,6x8_215,3,curve_classifier_pseudo_label,0.88,0.9947113599475992,0.18783666934546683,0.3076923076923077,2
Case2,6x8,6x8_216,2,curve_classifier_pseudo_label,0.7733333333333333,0.9958663278287226,0.15861033374911365,0.25674325674325676,2
Case2,6x8,6x8_217,2,curve_classifier_pseudo_label,0.7283333333333334,0.9959052718928765,0.1820040149981802,0.1968031968031968,2
Case2,6x8,6x8_218,3,curve_classifier_pseudo_label,0.8766666666666667,0.9946867092395747,0.18917455336504294,0.3066933066933067,2
Case2,6x8,6x8_219,2,curve_classifier_pseudo_label,0.8016666666666666,0.9960560513954095,0.15245358913193194,0.27172827172827174,2
Case2,6x8,6x8_220,3,curve_classifier_pseudo_label,0.8433333333333334,0.9948803258368735,0.16717424554142965,0.2937062937062937,2
Case2,6x8,6x8_221,1,curve_classifier_pseudo_label,0.98,0.9998020150151335,0.045155295713184836,0.3596403596403596,1
Case2,6x8,6x8_222,2,curve_classifier_pseudo_label,0.6683333333333333,0.9960942086847528,0.1501084304788262,0.3046953046953047,2
Case2,6x8,6x8_223,2,curve_classifier_pseudo_label,0.5266666666666666,0.9988380224167853,0.11429770485419105,0.2917082917082917,2
Case2,6x8,6x8_224,3,curve_classifier_pseudo_label,0.5583333333333333,0.9955163626901887,0.1597832182987081,0.27472527472527475,2
Case2,6x8,6x8_225,2,curve_classifier_pseudo_label,0.6766666666666666,0.9960986781998745,0.15167136469980946,0.2947052947052947,2
Case2,6x8,6x8_226,2,curve_classifier_pseudo_label,0.575,0.9983161761898353,0.13533022858162788,0.22577422577422576,2
Case2,6x8,6x8_227,3,curve_classifier_pseudo_label,0.545,0.9954906901555823,0.1600996975107685,0.27372627372627373,2
Case2,6x8,6x8_228,2,curve_classifier_pseudo_label,0.705,0.9974577241892827,0.1613668497338664,0.18981018981018982,2
Case2,6x8,6x8_229,2,curve_classifier_pseudo_label,0.555,0.9982265435247841,0.13839168198802035,0.21878121878121878,2
Case2,6x8,6x8_230,2,curve_classifier_pseudo_label,0.6133333333333333,0.9973717279163297,0.16602583409945007,0.1958041958041958,2
Case2,6x8,6x8_231,2,curve_classifier_pseudo_label,0.7616666666666667,0.9961256438605843,0.1813254300892705,0.1928071928071928,2
Case2,6x8,6x8_232,3,curve_classifier_pseudo_label,0.8433333333333334,0.9951103016221086,0.16701793507132803,0.2937062937062937,2
Case2,6x8,6x8_233,2,curve_classifier_pseudo_label,0.7083333333333334,0.9958559365583939,0.17807518844429773,0.20679320679320679,2
Case2,6x8,6x8_234,1,curve_classifier_pseudo_label,0.565,0.9991505931662837,0.10315323692796033,0.3176823176823177,1
Case2,6x8,6x8_235,2,curve_classifier_pseudo_label,0.6883333333333334,0.9960006794254925,0.1539402043767247,0.2677322677322677,2
Case2,6x8,6x8_236,2,curve_classifier_pseudo_label,0.7166666666666667,0.9956855295131805,0.17119216629450856,0.22777222777222778,2
Case2,6x8,6x8_237,2,curve_classifier_pseudo_label,0.7383333333333333,0.9974012077396015,0.16328741826538468,0.1878121878121878,2
Case2,6x8,6x8_238,2,curve_classifier_pseudo_label,0.73,0.9959906700822954,0.18060441411614897,0.1978021978021978,2
Case2,6x8,6x8_239,3,curve_classifier_pseudo_label,0.7633333333333333,0.9945253417587077,0.16738782562353782,0.27372627372627373,2
Case2,6x8,6x8_240,2,curve_classifier_pseudo_label,0.6583333333333333,0.9965932055847789,0.17953345294626974,0.18181818181818182,2
Case2,6x8,6x8_241,3,curve_classifier_pseudo_label,0.885,0.994586016684362,0.19238559362856789,0.3086913086913087,2
Case2,6x8,6x8_242,2,curve_classifier_pseudo_label,0.7316666666666667,0.9974560769134494,0.1612675546243564,0.19080919080919082,2
Case2,6x8,6x8_243,1,curve_classifier_pseudo_label,0.9733333333333334,0.9998904602223154,0.05037035867776695,0.4485514485514486,1
Case2,6x8,6x8_244,1,curve_classifier_pseudo_label,0.82,0.9996900523602863,0.06339970164234142,0.2957042957042957,1
Case2,6x8,6x8_245,3,curve_classifier_pseudo_label,0.7,0.9948864150871628,0.16449034929954062,0.27372627372627373,2
Case2,6x8,6x8_246,1,curve_classifier_pseudo_label,0.99,0.9999202396587107,0.04340361677404423,0.4675324675324675,1
Case2,6x8,6x8_247,1,curve_classifier_pseudo_label,0.6183333333333333,0.9998004954957441,0.05613858450521384,0.24575424575424576,1
Case2,6x8,6x8_248,3,curve_classifier_pseudo_label,0.825,0.9951799779851549,0.16743975758002652,0.2947052947052947,2
Case2,6x8,6x8_249,3,curve_classifier_pseudo_label,0.8766666666666667,0.9947657908135517,0.1863216872158801,0.30569430569430567,2
Case2,6x8,6x8_250,1,curve_classifier_pseudo_label,0.5283333333333333,0.9992006360690201,0.10045944322511652,0.35764235764235763,1
Case2,6x8,6x8_251,2,curve_classifier_pseudo_label,0.6766666666666666,0.9961496578585439,0.15019068654353,0.2857142857142857,2
Case2,6x8,6x8_252,2,curve_classifier_pseudo_label,0.5183333333333333,0.9985597788795372,0.12574422950751224,0.24875124875124874,2
Case2,6x8,6x8_253,2,curve_classifier_pseudo_label,0.605,0.9981232963715193,0.1410842155526078,0.21678321678321677,2
Case2,6x8,6x8_254,2,curve_classifier_pseudo_label,0.7016666666666667,0.9959552186899623,0.15771116294824958,0.25574425574425574,2
Case2,6x8,6x8_255,2,curve_classifier_pseudo_label,0.6866666666666666,0.997634911592999,0.15652456706455883,0.19480519480519481,2
Case2,6x8,6x8_256,3,curve_classifier_pseudo_label,0.8566666666666667,0.9950296968920186,0.16748771400685517,0.2937062937062937,2
Case2,6x8,6x8_257,1,curve_classifier_pseudo_label,0.765,0.9998224064854335,0.05259775524181416,0.3176823176823177,1
Case2,6x8,6x8_258,2,curve_classifier_pseudo_label,0.6933333333333334,0.9956479101134371,0.1776982693978814,0.2137862137862138,2
Case2,6x8,6x8_259,3,curve_classifier_pseudo_label,0.655,0.9953837575989742,0.16005622291875057,0.2807192807192807,2
Case2,6x8,6x8_260,1,curve_classifier_pseudo_label,0.6466666666666666,0.9992308242556777,0.09957576907832195,0.3776223776223776,1
Case2,6x8,6x8_261,3,curve_classifier_pseudo_label,0.8266666666666667,0.9948253928773247,0.16432194547430992,0.2867132867132867,2
Case2,6x8,6x8_262,1,curve_classifier_pseudo_label,0.9566666666666667,0.9997924583014097,0.049913593745573095,0.3436563436563437,1
Case2,6x8,6x8_263,3,curve_classifier_pseudo_label,0.8416666666666667,0.9951143283559899,0.17371087406100666,0.2977022977022977,2
Case2,6x8,6x8_264,1,curve_classifier_pseudo_label,0.7816666666666666,0.9997608129082988,0.059475281685277014,0.2907092907092907,1
Case2,6x8,6x8_265,2,curve_classifier_pseudo_label,0.7333333333333333,0.995936205250808,0.17820738734363376,0.2077922077922078,2
Case2,6x8,6x8_266,2,curve_classifier_pseudo_label,0.53,0.9957990551798985,0.20011719582008375,0.17682317682317683,2
Case2,6x8,6x8_267,2,curve_classifier_pseudo_label,0.5283333333333333,0.9980964418916669,0.14425705594922422,0.2217782217782218,2
Case2,6x8,6x8_268,2,curve_classifier_pseudo_label,0.7333333333333333,0.997127355955728,0.1688850498807581,0.1848151848151848,2
Case2,6x8,6x8_269,1,curve_classifier_pseudo_label,0.9933333333333333,0.9999273445703646,0.041728074810727094,0.4745254745254745,1
Case2,6x8,6x8_270,2,curve_classifier_pseudo_label,0.8033333333333333,0.9961405054181475,0.14811364990251338,0.28771228771228774,2
Case2,6x8,6x8_271,2,curve_classifier_pseudo_label,0.6766666666666666,0.9974731012565771,0.16085467896161923,0.1968031968031968,2
Case2,6x8,6x8_272,1,curve_classifier_pseudo_label,0.765,0.9997605186648137,0.0675930125886642,0.3696303696303696,1
Case2,6x8,6x8_273,1,curve_classifier_pseudo_label,0.7616666666666667,0.9997829163491373,0.056089791204593994,0.3156843156843157,1
Case2,6x8,6x8_274,3,curve_classifier_pseudo_label,0.535,0.9939633838928719,0.20892195931911647,0.19880119880119881,2
Case2,6x8,6x8_275,2,curve_classifier_pseudo_label,0.7133333333333334,0.9958753007686234,0.162577292470249,0.24575424575424576,2
Case2,6x8,6x8_276,1,curve_classifier_pseudo_label,0.705,0.9997820276610039,0.05807717172699943,0.27172827172827174,1
Case2,6x8,6x8_277,1,curve_classifier_pseudo_label,0.73,0.999656251234318,0.06600787687259756,0.2867132867132867,1
Case2,6x8,6x8_278,2,curve_classifier_pseudo_label,0.8183333333333334,0.9959399911121166,0.157556351444847,0.25674325674325676,2
Case2,6x8,6x8_279,1,curve_classifier_pseudo_label,0.5266666666666666,0.9997460589325621,0.06075512457275208,0.2037962037962038,1
Case2,6x8,6x8_280,3,curve_classifier_pseudo_label,0.8033333333333333,0.995009268231943,0.16288148650488415,0.28471528471528473,2
Case2,6x8,6x8_281,2,curve_classifier_pseudo_label,0.7033333333333334,0.9959348302278889,0.16026341416338288,0.24875124875124874,2
Case2,6x8,6x8_282,2,curve_classifier_pseudo_label,0.7633333333333333,0.9961097529874667,0.18082731124479687,0.19480519480519481,2
Case2,6x8,6x8_283,3,curve_classifier_pseudo_label,0.5116666666666667,0.994317256325798,0.1901264283251694,0.22477522477522477,2
Case2,6x8,6x8_284,3,curve_classifier_pseudo_label,0.91,0.9914026793434279,0.25699773265704234,0.0999000999000999,3
Case2,6x8,6x8_285,2,curve_classifier_pseudo_label,0.7933333333333333,0.9958869084720562,0.18281025419988087,0.1958041958041958,2
Case2,6x8,6x8_286,2,curve_classifier_pseudo_label,0.555,0.9979904553492165,0.1472138919877618,0.2037962037962038,2
Case2,6x8,6x8_287,2,curve_classifier_pseudo_label,0.7633333333333333,0.9959001352498972,0.1718768508590838,0.2217782217782218,2
Case2,6x8,6x8_288,2,curve_classifier_pseudo_label,0.6283333333333333,0.9980078925114326,0.14563781633559175,0.2077922077922078,2
Case2,6x8,6x8_289,2,curve_classifier_pseudo_label,0.555,0.9954440031909524,0.16212676990143712,0.2647352647352647,2
Case2,6x8,6x8_290,2,curve_classifier_pseudo_label,0.76,0.9958714910745546,0.1611270689331924,0.24975024975024976,2
Case2,6x8,6x8_291,3,curve_classifier_pseudo_label,0.8716666666666667,0.9951428469024759,0.16978102264700756,0.2957042957042957,2
Case2,6x8,6x8_292,1,curve_classifier_pseudo_label,0.73,0.9997848211561797,0.05768891304312976,0.2677322677322677,1
Case2,6x8,6x8_293,3,curve_classifier_pseudo_label,0.8333333333333334,0.9950470262897787,0.16395255908330952,0.2907092907092907,2
Case2,6x8,6x8_294,1,curve_classifier_pseudo_label,0.865,0.9998666448211767,0.04769641243999301,0.3756243756243756,1
Case2,6x8,6x8_295,2,curve_classifier_pseudo_label,0.6383333333333333,0.9960953947366932,0.1494971643992626,0.3076923076923077,2
Case2,6x8,6x8_296,1,curve_classifier_pseudo_label,0.49333333333333335,0.9987558307584539,0.1169054354010527,0.2817182817182817,2
Case2,6x8,6x8_297,3,curve_classifier_pseudo_label,0.8766666666666667,0.994549412374642,0.19432231398908198,0.3096903096903097,2
Case2,6x8,6x8_298,3,curve_classifier_pseudo_label,0.8316666666666667,0.99448962513143,0.1661205628293849,0.2857142857142857,2
Case2,6x8,6x8_299,3,curve_classifier_pseudo_label,0.8116666666666666,0.995274337074817,0.1628877107862982,0.2897102897102897,2
Case2,6x8,6x8_300,1,curve_classifier_pseudo_label,0.9383333333333334,0.9996464295956627,0.07379671251200254,0.4305694305694306,1
Case2,8x8,8x8_001,2,curve_classifier_pseudo_label,0.6383333333333333,0.9965509957702614,0.14134640697456846,0.27972027972027974,2
Case2,8x8,8x8_002,2,curve_classifier_pseudo_label,0.525,0.9977437566408196,0.15699420657381336,0.2037962037962038,2
Case2,8x8,8x8_003,2,curve_classifier_pseudo_label,0.5766666666666667,0.9977312915360785,0.15176694001434649,0.1958041958041958,2
Case2,8x8,8x8_004,1,curve_classifier_pseudo_label,0.505,0.999221069818744,0.1052910360313713,0.26873126873126874,1
Case2,8x8,8x8_005,2,curve_classifier_pseudo_label,0.5783333333333334,0.9957764441287398,0.1510239248456501,0.26673326673326675,2
Case2,8x8,8x8_006,2,curve_classifier_pseudo_label,0.6733333333333333,0.996972135353356,0.1392326839462014,0.2917082917082917,2
Case2,8x8,8x8_007,2,curve_classifier_pseudo_label,0.495,0.9978421321244356,0.14968949518242033,0.1878121878121878,2
Case2,8x8,8x8_008,3,curve_classifier_pseudo_label,0.4866666666666667,0.9964661203264394,0.16742729142868934,0.3156843156843157,2
Case2,8x8,8x8_009,2,curve_classifier_pseudo_label,0.6816666666666666,0.9963579312916134,0.14386255124119662,0.2727272727272727,2
Case2,8x8,8x8_010,1,curve_classifier_pseudo_label,0.4766666666666667,0.9985919264119076,0.1355084161562251,0.16683316683316685,2
Case2,8x8,8x8_011,3,curve_classifier_pseudo_label,0.6733333333333333,0.9956204867209586,0.15440691032499787,0.2817182817182817,2
Case2,8x8,8x8_012,2,curve_classifier_pseudo_label,0.56,0.9964693585284399,0.14556737888637503,0.2817182817182817,2
Case2,8x8,8x8_013,2,curve_classifier_pseudo_label,0.6566666666666666,0.9959520169035424,0.1777064759421418,0.1958041958041958,2
Case2,8x8,8x8_014,2,curve_classifier_pseudo_label,0.7916666666666666,0.9970495842871381,0.1359341971466675,0.29270729270729273,2
Case2,8x8,8x8_015,2,curve_classifier_pseudo_label,0.645,0.9962540661000558,0.17984131319724242,0.1848151848151848,2
Case2,8x8,8x8_016,1,curve_classifier_pseudo_label,0.6783333333333333,0.9999650757725597,0.027669598824795687,0.6862745098039216,1
Case2,8x8,8x8_017,2,curve_classifier_pseudo_label,0.7716666666666666,0.9960091886504997,0.15963282568709117,0.23176823176823177,2
Case2,8x8,8x8_018,2,curve_classifier_pseudo_label,0.685,0.9955981520494572,0.187357079002428,0.1918081918081918,2
Case2,8x8,8x8_019,2,curve_classifier_pseudo_label,0.7266666666666667,0.99656530495131,0.14060883998955406,0.26873126873126874,2
Case2,8x8,8x8_020,3,curve_classifier_pseudo_label,0.49833333333333335,0.9961818020913531,0.14986713785360162,0.2817182817182817,2
Case2,8x8,8x8_021,2,curve_classifier_pseudo_label,0.5233333333333333,0.9983507724160934,0.1329923495669783,0.2177822177822178,2
Case2,8x8,8x8_022,2,curve_classifier_pseudo_label,0.5333333333333333,0.9958854613967595,0.20410566224885854,0.16483516483516483,2
Case2,8x8,8x8_023,1,curve_classifier_pseudo_label,0.6416666666666667,0.9996254307016786,0.07667732184047835,0.25774225774225773,1
Case2,8x8,8x8_024,2,curve_classifier_pseudo_label,0.7416666666666667,0.9963921413620902,0.14617813300847773,0.25574425574425574,2
Case2,8x8,8x8_025,1,curve_classifier_pseudo_label,0.5116666666666667,0.9984727542092364,0.14008564980664437,0.15784215784215785,2
Case2,8x8,8x8_026,1,curve_classifier_pseudo_label,0.48333333333333334,0.9987048285799605,0.13053882394490077,0.17382617382617382,2
Case2,8x8,8x8_027,2,curve_classifier_pseudo_label,0.5583333333333333,0.997118503703402,0.17075784974606822,0.1878121878121878,2
Case2,8x8,8x8_028,3,curve_classifier_pseudo_label,0.44,0.994314002238357,0.22675053278757143,0.16083916083916083,3
Case2,8x8,8x8_029,2,curve_classifier_pseudo_label,0.5133333333333333,0.9979176458434774,0.15134744504576744,0.2097902097902098,2
Case2,8x8,8x8_030,3,curve_classifier_pseudo_label,0.8816666666666667,0.9944108715268889,0.17896029565177624,0.3006993006993007,2
Case2,8x8,8x8_031,1,curve_classifier_pseudo_label,0.5566666666666666,0.9992722203205644,0.0953581828375335,0.2887112887112887,1
Case2,8x8,8x8_032,3,curve_classifier_pseudo_label,0.8716666666666667,0.9945019340656536,0.17900859046504036,0.2987012987012987,2
Case2,8x8,8x8_033,2,curve_classifier_pseudo_label,0.495,0.9988544113357007,0.12431353634823948,0.1838161838161838,2
Case2,8x8,8x8_034,3,curve_classifier_pseudo_label,0.56,0.9955813632859747,0.15187958003322552,0.27672327672327673,2
Case2,8x8,8x8_035,2,curve_classifier_pseudo_label,0.4716666666666667,0.998796711003381,0.1264124681952419,0.18181818181818182,2
Case2,8x8,8x8_036,3,curve_classifier_pseudo_label,0.85,0.994828552307062,0.16991545215737716,0.2897102897102897,2
Case2,8x8,8x8_037,1,curve_classifier_pseudo_label,0.475,0.9987840707832685,0.1272839080920214,0.17882117882117882,2
Case2,8x8,8x8_038,1,curve_classifier_pseudo_label,0.54,0.9993300186955312,0.09401530026276006,0.2977022977022977,1
Case2,8x8,8x8_039,2,curve_classifier_pseudo_label,0.5583333333333333,0.9974137947836197,0.16019261057263678,0.1878121878121878,2
Case2,8x8,8x8_040,2,curve_classifier_pseudo_label,0.595,0.9954300802311244,0.16854211535617658,0.22977022977022976,2
Case2,8x8,8x8_041,2,curve_classifier_pseudo_label,0.5116666666666667,0.9966935539736201,0.15362671120300236,0.29270729270729273,2
Case2,8x8,8x8_042,2,curve_classifier_pseudo_label,0.49833333333333335,0.9978053893448784,0.1510700510834439,0.18581418581418582,2
Case2,8x8,8x8_043,1,curve_classifier_pseudo_label,0.5083333333333333,0.9988659601473685,0.123143659438854,0.1848151848151848,2
Case2,8x8,8x8_044,1,curve_classifier_pseudo_label,0.6716666666666666,0.9995417531555254,0.08014657732573938,0.3106893106893107,1
Case2,8x8,8x8_045,3,curve_classifier_pseudo_label,0.715,0.9948206698438892,0.1585145591772492,0.27372627372627373,2
Case2,8x8,8x8_046,2,curve_classifier_pseudo_label,0.475,0.9987238009043413,0.12964439809294062,0.17582417582417584,2
Case2,8x8,8x8_047,2,curve_classifier_pseudo_label,0.48,0.9944389672605604,0.19353806903457454,0.2087912087912088,2
Case2,8x8,8x8_048,2,curve_classifier_pseudo_label,0.4866666666666667,0.9963166630554909,0.17182523221765417,0.3026973026973027,2
Case2,8x8,8x8_049,3,curve_classifier_pseudo_label,0.5433333333333333,0.9944391721484089,0.16593490159623905,0.25874125874125875,2
Case2,8x8,8x8_050,3,curve_classifier_pseudo_label,0.465,0.9955488782577008,0.15204396296414965,0.27472527472527475,2
Case2,8x8,8x8_051,2,curve_classifier_pseudo_label,0.6866666666666666,0.9956349667971206,0.16711286184589477,0.22677322677322678,2
Case2,8x8,8x8_052,2,curve_classifier_pseudo_label,0.725,0.9962912966434996,0.15391675629700688,0.23576423576423577,2
Case2,8x8,8x8_053,2,curve_classifier_pseudo_label,0.51,0.9966103662041275,0.16223127551760758,0.3106893106893107,2
Case2,8x8,8x8_054,3,curve_classifier_pseudo_label,0.5416666666666666,0.9954573019877325,0.1534042437504799,0.2727272727272727,2
Case2,8x8,8x8_055,2,curve_classifier_pseudo_label,0.45666666666666667,0.9986457035404738,0.12998963249022927,0.23876123876123875,2
Case2,8x8,8x8_056,2,curve_classifier_pseudo_label,0.6633333333333333,0.9966479738810489,0.13996159851647286,0.2817182817182817,2
Case2,8x8,8x8_057,2,curve_classifier_pseudo_label,0.47,0.9961380467059738,0.17883837648474146,0.3106893106893107,2
Case2,8x8,8x8_058,2,curve_classifier_pseudo_label,0.6566666666666666,0.997029056544435,0.1381342639787158,0.2977022977022977,2
Case2,8x8,8x8_059,3,curve_classifier_pseudo_label,0.89,0.9941217651654934,0.19033687697780566,0.3066933066933067,2
Case2,8x8,8x8_060,2,curve_classifier_pseudo_label,0.5416666666666666,0.996861271015732,0.17049646531879709,0.17782217782217782,2
Case2,8x8,8x8_061,2,curve_classifier_pseudo_label,0.4866666666666667,0.9963425091730026,0.14809982805884922,0.2827172827172827,2
Case2,8x8,8x8_062,3,curve_classifier_pseudo_label,0.6233333333333333,0.99362445723614,0.18223699958625553,0.23876123876123875,2
Case2,8x8,8x8_063,2,curve_classifier_pseudo_label,0.6783333333333333,0.9963632683884729,0.17069330968827207,0.1938061938061938,2
Case2,8x8,8x8_064,2,curve_classifier_pseudo_label,0.68,0.9959625066755081,0.1491639973474074,0.2677322677322677,2
Case2,8x8,8x8_065,2,curve_classifier_pseudo_label,0.6833333333333333,0.9961980528184744,0.15331951325507417,0.24175824175824176,2
Case2,8x8,8x8_066,1,curve_classifier_pseudo_label,0.47333333333333333,0.9989801198185007,0.11797103505725212,0.1938061938061938,2
Case2,8x8,8x8_067,1,curve_classifier_pseudo_label,0.475,0.9988144164853423,0.12586504034331558,0.18081918081918083,2
Case2,8x8,8x8_068,3,curve_classifier_pseudo_label,0.8433333333333334,0.9949024852010158,0.17115272506828783,0.2907092907092907,2
Case2,8x8,8x8_069,2,curve_classifier_pseudo_label,0.645,0.9965197831951131,0.17976755879459388,0.18181818181818182,2
Case2,8x8,8x8_070,2,curve_classifier_pseudo_label,0.5216666666666666,0.9977452643238901,0.15285935510028598,0.1838161838161838,2
Case2,8x8,8x8_071,2,curve_classifier_pseudo_label,0.5166666666666667,0.9949235086933544,0.19960987467868385,0.18981018981018982,2
Case2,8x8,8x8_072,3,curve_classifier_pseudo_label,0.825,0.9949378027997117,0.16199780384769802,0.2827172827172827,2
Case2,8x8,8x8_073,2,curve_classifier_pseudo_label,0.56,0.9951428816460973,0.16092570472151654,0.25574425574425574,2
Case2,8x8,8x8_074,3,curve_classifier_pseudo_label,0.895,0.9923925637976937,0.23668556875533026,0.3276723276723277,3
Case2,8x8,8x8_075,2,curve_classifier_pseudo_label,0.8066666666666666,0.9970156081007567,0.13376736046576293,0.2917082917082917,2
Case2,8x8,8x8_076,3,curve_classifier_pseudo_label,0.55,0.9962366703994376,0.14854924364833136,0.2827172827172827,2
Case2,8x8,8x8_077,2,curve_classifier_pseudo_label,0.6833333333333333,0.9964628318954106,0.14268347209346374,0.2757242757242757,2
Case2,8x8,8x8_078,2,curve_classifier_pseudo_label,0.715,0.9965710078668141,0.14052271022869842,0.26873126873126874,2
Case2,8x8,8x8_079,2,curve_classifier_pseudo_label,0.6316666666666667,0.9967301612394655,0.17259694454378943,0.18081918081918083,2
Case2,8x8,8x8_080,1,curve_classifier_pseudo_label,0.4816666666666667,0.9989765481652302,0.10918457647150666,0.2627372627372627,1
Case2,8x8,8x8_081,2,curve_classifier_pseudo_label,0.6516666666666666,0.9963888393516834,0.17366547441276386,0.1878121878121878,2
Case2,8x8,8x8_082,2,curve_classifier_pseudo_label,0.5266666666666666,0.9973861136961879,0.16159541674435696,0.17782217782217782,2
Case2,8x8,8x8_083,2,curve_classifier_pseudo_label,0.545,0.99646542125509,0.16798731212027007,0.3146853146853147,2
Case2,8x8,8x8_084,2,curve_classifier_pseudo_label,0.49833333333333335,0.997681868042652,0.15354966617896643,0.18581418581418582,2
Case2,8x8,8x8_085,2,curve_classifier_pseudo_label,0.5616666666666666,0.9973161328902432,0.16220143905125453,0.18081918081918083,2
Case2,8x8,8x8_086,2,curve_classifier_pseudo_label,0.5383333333333333,0.9977689993119997,0.1541035156851727,0.2057942057942058,2
Case2,8x8,8x8_087,2,curve_classifier_pseudo_label,0.7,0.9963163016304649,0.16138339235482282,0.21578421578421578,2
Case2,8x8,8x8_088,3,curve_classifier_pseudo_label,0.675,0.9941093012977729,0.16840625842100895,0.25874125874125875,2
Case2,8x8,8x8_089,3,curve_classifier_pseudo_label,0.685,0.9948178938706136,0.15895578721110468,0.2727272727272727,2
Case2,8x8,8x8_090,2,curve_classifier_pseudo_label,0.7083333333333334,0.9962818317950988,0.1456022006495555,0.26573426573426573,2
Case2,8x8,8x8_091,3,curve_classifier_pseudo_label,0.7666666666666667,0.9953775364686851,0.15662337538476054,0.2807192807192807,2
Case2,8x8,8x8_092,2,curve_classifier_pseudo_label,0.49166666666666664,0.9972804006674345,0.17939006952226802,0.17082917082917082,2
Case2,8x8,8x8_093,2,curve_classifier_pseudo_label,0.49166666666666664,0.9989177602051255,0.12105573539460851,0.18981018981018982,2
Case2,8x8,8x8_094,1,curve_classifier_pseudo_label,0.47833333333333333,0.9986956464092204,0.12115819796035536,0.23076923076923078,2
Case2,8x8,8x8_095,2,curve_classifier_pseudo_label,0.6983333333333334,0.9960955139593164,0.15572138651367062,0.23876123876123875,2
Case2,8x8,8x8_096,2,curve_classifier_pseudo_label,0.4633333333333333,0.9979417619044516,0.1470919831411127,0.18981018981018982,2
Case2,8x8,8x8_097,2,curve_classifier_pseudo_label,0.4866666666666667,0.9950791890761539,0.1636018957162005,0.25074925074925075,2
Case2,8x8,8x8_098,3,curve_classifier_pseudo_label,0.8,0.9955330302153254,0.15859729142126883,0.2837162837162837,2
Case2,8x8,8x8_099,2,curve_classifier_pseudo_label,0.54,0.996394225030862,0.16784641243787957,0.19880119880119881,2
Case2,8x8,8x8_100,1,curve_classifier_pseudo_label,0.54,0.99956707327214,0.0814799593114171,0.24575424575424576,1
Case2,8x8,8x8_101,3,curve_classifier_pseudo_label,0.5016666666666667,0.9958493354580731,0.14958027582142125,0.27672327672327673,2
Case2,8x8,8x8_102,2,curve_classifier_pseudo_label,0.6866666666666666,0.996778777546853,0.13640963972451828,0.2827172827172827,2
Case2,8x8,8x8_103,2,curve_classifier_pseudo_label,0.6216666666666667,0.9967649510463104,0.14040237501444144,0.2857142857142857,2
Case2,8x8,8x8_104,3,curve_classifier_pseudo_label,0.5333333333333333,0.9964232143151942,0.16895610904286285,0.3126873126873127,2
Case2,8x8,8x8_105,1,curve_classifier_pseudo_label,0.53,0.9983808798354203,0.14396544047208903,0.15184815184815184,2
Case2,8x8,8x8_106,3,curve_classifier_pseudo_label,0.5366666666666666,0.9957229712746914,0.15172929277692834,0.2787212787212787,2
Case2,8x8,8x8_107,2,curve_classifier_pseudo_label,0.57,0.9968578751108583,0.14536610821799434,0.2907092907092907,2
Case2,8x8,8x8_108,2,curve_classifier_pseudo_label,0.5316666666666666,0.9976431915861952,0.15414791352268187,0.1878121878121878,2
Case2,8x8,8x8_109,2,curve_classifier_pseudo_label,0.6933333333333334,0.9968079079390535,0.13904259776809724,0.28471528471528473,2
