case,test_id,theta1,theta2,pt,original_label,final_label,confidence,decision_reason,data_quality,n_points,transition_index,post_points,r2_post,nrmse_post,quad_a,abs_quad_a,slope_drift,slope_ratio,tail_r2
Case3,Test_123,-24.0,0.0,7458.52931859239,3,3,high,kept_original_label,ok,1001,41,940,0.9702019986571206,0.04812249895164136,-0.632032478908145,0.632032478908145,1.1155385819494168,0.3339706555483537,0.998809136773715
Case3,Test_124,86.0,43.0,12728.390696982447,1,1,high,kept_original_label,ok,1001,349,632,0.9989892981944697,0.009174246574883105,-0.12250140855513765,0.12250140855513765,0.19396837201458572,0.8239904366696287,0.9999734068237499
Case3,Test_125,15.0,-39.0,10577.876117353371,2,2,high,kept_original_label,ok,1001,97,884,0.9876024244054059,0.031351623253576044,-0.41309912485688666,0.41309912485688666,0.7183044286657198,0.49763458832535273,0.9997491747635202
Case3,Test_126,-78.0,64.0,8487.835761366545,1,1,high,kept_original_label,ok,1001,541,440,0.9993929101597736,0.007053148688844775,-0.0910066162438509,0.0910066162438509,0.17387889146249844,0.8434212037109385,0.9999938344491723
Case3,Test_127,-22.0,-34.0,10927.52628130744,2,2,high,kept_original_label,ok,1001,119,862,0.9895286033006363,0.02893388407689241,-0.38231997309642834,0.38231997309642834,0.656999375893542,0.5265099379233239,0.9997779791015836
Case3,Test_128,67.0,-77.0,8128.119187890805,1,1,high,kept_original_label,ok,1001,534,447,0.9997159400918814,0.004846659215106925,-0.06345867100909656,0.06345867100909656,0.11793618614215096,0.88982325038758,0.9999951173085921
Case3,Test_129,53.0,17.0,11654.93163557366,2,2,high,kept_original_label,ok,1001,125,856,0.99175512652857,0.025623943141697563,-0.33765706227946507,0.33765706227946507,0.597510374649304,0.5596452940677935,0.9998339346798101
Case3,Test_130,5.0,84.0,10570.530232064531,2,2,high,kept_original_label,ok,1001,89,892,0.9878639546437782,0.0313006608986574,-0.4155813447427077,0.4155813447427077,0.6807777713044054,0.5102692825611436,0.999736269439277
Case3,Test_131,-89.0,71.0,6381.471126817652,1,1,high,kept_original_label,ok,1001,430,551,0.9995228205474534,0.00626188702237565,-0.08159272786692773,0.08159272786692773,0.15444480074398828,0.8588952741283702,0.9999926681391614
Case3,Test_132,51.0,58.0,13688.27163210981,1,1,high,kept_original_label,ok,1001,728,253,0.9999826650054628,0.0012133767450811946,-0.006056882258221873,0.006056882258221873,0.03230286156651927,1.006439984106441,0.9999970335633994
Case3,Test_133,-72.0,-54.0,11493.780703489558,1,1,high,kept_original_label,ok,1001,586,395,0.9994900604045994,0.006469083374262406,-0.08338283140937137,0.08338283140937137,0.1619812191829438,0.8531067875754649,0.9999940880661319
Case3,Test_134,-18.0,71.0,11920.14639318213,2,2,high,kept_original_label,ok,1001,123,858,0.9922624676129489,0.024921747460801322,-0.3298133559968494,0.3298133559968494,0.5695159765444061,0.572785712092226,0.9998361652376162
Case3,Test_135,75.0,-31.0,12934.614385204375,2,2,high,kept_original_label,ok,1001,210,771,0.9954103515543633,0.019206780124048924,-0.25281030699688417,0.25281030699688417,0.45320511531134533,0.6434886900922668,0.9999140502469838
Case3,Test_136,-50.0,-9.0,10701.50295811096,2,2,high,kept_original_label,ok,1001,94,887,0.9886136422139181,0.030014824497242108,-0.3951894611341836,0.3951894611341836,0.694737723669296,0.5097234605192572,0.999770665618282
Case3,Test_137,-19.0,70.0,12129.003134465362,2,2,high,kept_original_label,ok,1001,130,851,0.9926671588725215,0.02427168130328806,-0.3211882793082481,0.3211882793082481,0.5551946942079617,0.5808930964134019,0.9998439524139007
Case3,Test_138,37.0,34.0,13360.216488522388,2,2,high,kept_original_label,ok,1001,289,692,0.9960859842798792,0.017718681607418744,-0.23155624791592808,0.23155624791592808,0.4230398503049549,0.6642438942576963,0.9999411209837413
Case3,Test_139,48.0,-47.0,14922.387087587367,1,1,high,kept_original_label,ok,1001,682,299,0.9998079168592653,0.003994038425067478,-0.052075231608829264,0.052075231608829264,0.09707919805569196,0.9082515802720166,0.9999972456311604
Case3,Test_140,-3.0,-6.0,5514.667866284061,3,3,medium,kept_original_label,short_curve_but_usable,978,24,935,0.9521356292429709,0.06119741723075905,-0.8042589552012275,0.8042589552012275,1.4571648483688684,0.21737056066177887,0.9903744690453512
Case3,Test_141,72.0,-18.0,11692.701402606215,2,2,high,kept_original_label,ok,1001,123,858,0.9921654914748133,0.025071686581247588,-0.33172229197106445,0.33172229197106445,0.5734840811636074,0.570702014361403,0.9998348993599129
Case3,Test_142,20.0,-1.0,7022.174635910891,3,3,high,kept_original_label,ok,1001,36,945,0.9657461549834019,0.0515518806247167,-0.6773599602093697,0.6773599602093697,1.2065416338153119,0.3014820944246844,0.9981372652280356
Case3,Test_143,8.0,9.0,5996.678372751634,3,3,high,kept_original_label,ok,1002,27,955,0.9563260643336624,0.05841237774559308,-0.7674091820282728,0.7674091820282728,1.3847661808373566,0.23982930569406968,0.9943534165646639
Case3,Test_144,27.0,-85.0,12621.114532908285,2,2,high,kept_original_label,ok,1001,168,813,0.9946896835348189,0.020718782055535224,-0.27441451852084087,0.27441451852084087,0.47654775945942135,0.6267628507515369,0.9998830764362248
Case3,Test_145,-30.0,67.0,13318.42649049605,2,2,high,kept_original_label,ok,1001,216,765,0.9955618904935664,0.018879863723350362,-0.24827509523370453,0.24827509523370453,0.44769180239191503,0.6473393362429517,0.9999176782764596
Case3,Test_146,-11.0,38.0,10044.703076693986,2,2,high,kept_original_label,ok,1001,81,900,0.9852181249005784,0.03417414511741028,-0.4499799418027462,0.4499799418027462,0.779943375769545,0.4689880782133743,0.9996883341799533
Case3,Test_147,-69.0,-49.0,13080.569430750582,1,1,high,kept_original_label,ok,1001,556,425,0.9998876549899902,0.003047358966093132,-0.03830574849310883,0.03830574849310883,0.06611280228683598,0.935775822086874,0.9999928772699146
Case3,Test_148,41.0,-14.0,10416.257006255146,2,2,high,kept_original_label,ok,1001,97,884,0.9879140206011346,0.030925680206318945,-0.4071970908659127,0.4071970908659127,0.7127341671638929,0.5008314553384693,0.9997584473678909
Case3,Test_149,22.0,-68.0,12469.600200095849,2,2,high,kept_original_label,ok,1001,147,834,0.9936025779844087,0.022666718056127563,-0.2995880116161705,0.2995880116161705,0.5248450678370391,0.5989602389781163,0.999867294943665
Case3,Test_150,5.0,-35.0,9223.40466597226,2,2,high,kept_original_label,ok,1001,64,917,0.9810508909342811,0.03858839648697631,-0.5074614184624807,0.5074614184624807,0.8794396683608086,0.4253642747833983,0.9995622020546835
Case3,Test_151,-53.0,6.0,10764.305400637104,2,2,high,kept_original_label,ok,1001,92,889,0.9885687490353201,0.030090498756017884,-0.39641444963260974,0.39641444963260974,0.6947090842724156,0.5093949279320782,0.9997686163186763
Case3,Test_152,-52.0,62.0,13831.042045224638,2,2,needs_review,csv_tail_insufficient; kept_original_label,insufficient_post_transition_tail,736,730,3,0.2748287623660085,0.3951528428334609,8.043706293706293,8.043706293706293,nan,nan,nan
Case3,Test_153,-82.0,-88.0,5030.89170977773,1,1,high,kept_original_label,ok,1001,347,634,0.9997533235253636,0.00452640573543746,-0.06020702343059066,0.06020702343059066,0.10441122349207842,0.9012599373487641,0.9999931488960934
Case3,Test_154,24.0,53.0,12645.699787356223,2,2,high,kept_original_label,ok,1001,174,807,0.9942419899489905,0.021441593679347677,-0.28180274221157675,0.28180274221157675,0.5105258272664807,0.6095474986164976,0.9998882387245008
Case3,Test_155,19.0,48.0,11753.875238243723,2,2,high,kept_original_label,ok,1001,132,849,0.9919359874486406,0.025320677545727227,-0.3331986961089019,0.3331986961089019,0.5951084568997034,0.5616167315797336,0.9998415352269072
Case3,Test_156,74.0,-74.0,7350.553468264627,1,1,high,kept_original_label,ok,1001,507,474,0.9997253372886904,0.004769821191416894,-0.0628249829860868,0.0628249829860868,0.11402552688398397,0.8930799629161469,0.9999946532155335
Case3,Test_157,-59.0,-37.0,14086.461618511676,2,2,high,kept_original_label,ok,1001,374,607,0.996903753262772,0.015800048177014085,-0.2062747397305072,0.2062747397305072,0.37393765925308936,0.6961423117539212,0.9999618177447246
Case3,Test_158,76.0,3.0,10600.91542779668,2,2,high,kept_original_label,ok,1001,91,890,0.9883817258758313,0.03052171261805002,-0.4042804589619999,0.4042804589619999,0.6788281770869423,0.5137382287413401,0.9997515845236502
Case3,Test_159,-58.0,75.0,10217.688537861475,1,1,high,kept_original_label,ok,1001,570,411,0.999525647349393,0.0062414373175027635,-0.08046012964621592,0.08046012964621592,0.15559788585788423,0.8582926202944374,0.9999947455259101
Case3,Test_160,27.0,5.0,8097.911412962052,3,3,high,kept_original_label,ok,1001,49,932,0.9744066007684176,0.04470422915659577,-0.5875786533315762,0.5875786533315762,1.026268234323491,0.36616260806982875,0.9991802845661268
Case3,Test_161,47.0,-42.0,15470.774564908004,1,1,high,kept_original_label,ok,1001,611,370,0.9981655169794442,0.01222749466628159,-0.1591414628035001,0.1591414628035001,0.28221720806752293,0.7599567847971981,0.9999849376139006
Case3,Test_162,-4.0,55.0,10940.37483550506,3,2,high,report_change_supported_by_csv_moderate_curvature,ok,1001,90,891,0.9886024745297587,0.03006397781353447,-0.39629358711661294,0.39629358711661294,0.6911518580418666,0.5107947336414972,0.9997659529989539
Case3,Test_163,-78.0,84.0,5655.14745651808,1,1,high,kept_original_label,ok,1001,387,594,0.9997574854948544,0.004492075834540908,-0.05985858335641042,0.05985858335641042,0.10148457920749955,0.9037761125986528,0.9999930490958402
Case3,Test_164,-8.0,62.0,11264.335175536287,2,2,high,kept_original_label,ok,1001,98,883,0.9897355636455832,0.028607176598469865,-0.3778351239957961,0.3778351239957961,0.6532171627068014,0.5288598029921429,0.9997877350665443
Case3,Test_165,6.0,-37.0,9591.09529785862,2,2,high,kept_original_label,ok,1001,70,911,0.9827342842942262,0.036863097932534346,-0.4848873007554339,0.4848873007554339,0.8409908791749726,0.44190965521908904,0.9996187891246712
Case3,Test_166,-22.0,23.0,9513.90070855747,3,2,high,report_change_supported_by_csv_moderate_curvature,ok,1001,72,909,0.9825586040058979,0.037280789997195876,-0.4928370380695241,0.4928370380695241,0.8345377156371429,0.44026478407488784,0.9995441722826215
Case3,Test_167,-71.0,-50.0,12548.3516226245,1,1,high,kept_original_label,ok,1001,544,437,0.9997049290972404,0.00493695216221737,-0.06498785253355749,0.06498785253355749,0.12108237176339814,0.8867255583050127,0.999992424032508
Case3,Test_168,-16.0,-87.0,11321.436487525823,2,2,high,kept_original_label,ok,1001,110,871,0.9911653152740926,0.026723728800603426,-0.35491511007504695,0.35491511007504695,0.5936631971518699,0.5568629902599175,0.9997978412803379
Case3,Test_169,-46.0,-76.0,13088.830770176755,1,1,high,kept_original_label,ok,1001,440,541,0.9995758525799621,0.005966847093143983,-0.0796499277130124,0.0796499277130124,0.11738354056350747,0.8887044146793793,0.9999850471517043
Case3,Test_170,1.0,-16.0,6623.368275009074,3,3,high,kept_original_label,ok,1001,32,949,0.962672230361551,0.05399648690672015,-0.7114872800153194,0.7114872800153194,1.2690997292580617,0.2759802523168536,0.9969930810887457
Case3,Test_171,80.0,66.0,7841.752666853357,1,1,high,kept_original_label,ok,1001,510,471,0.9994186444908476,0.006903055968905655,-0.0892536807135416,0.0892536807135416,0.17062902339228292,0.845876934815637,0.9999934599248901
Case3,Test_172,7.0,42.0,10179.167828878386,2,2,high,kept_original_label,ok,1001,81,900,0.9858011701701346,0.03346981465436594,-0.44037277941939285,0.44037277941939285,0.7686829689876041,0.4747741680039876,0.9997046929598841
Case3,Test_173,68.0,90.0,6965.141531753996,1,1,high,kept_original_label,ok,1001,446,535,0.9996432179616679,0.005426891821429272,-0.07126246240747638,0.07126246240747638,0.13165133344827643,0.8779637042768144,0.9999931084033843
Case3,Test_174,-69.0,28.0,12873.7624563615,2,2,high,kept_original_label,ok,1001,191,790,0.9949904337458911,0.02005717389458152,-0.2642182321774114,0.2642182321774114,0.47208449494604765,0.631831760139801,0.9999031119622867
Case3,Test_175,66.0,18.0,11826.66290829823,2,2,high,kept_original_label,ok,1001,126,855,0.9923294088247447,0.024779308754963057,-0.32739530664257716,0.32739530664257716,0.5713360939822377,0.5728605095820384,0.9998407300368759
Case3,Test_176,-56.0,-10.0,11056.971762945464,2,2,high,kept_original_label,ok,1001,100,881,0.98970934186251,0.028587618159784882,-0.3769087454750189,0.3769087454750189,0.6596351264035218,0.5266365898682782,0.9997905312992371
Case3,Test_177,65.0,-4.0,10805.077744354108,2,2,high,kept_original_label,ok,1001,92,889,0.9889973108134864,0.029602726049553617,-0.39098206722116424,0.39098206722116424,0.6740858453906093,0.5181257636071267,0.9997726595957017
Case3,Test_178,79.0,72.0,6917.0469749068925,1,1,high,kept_original_label,ok,1001,477,504,0.9995934706776465,0.005787172788553867,-0.0755573775810844,0.0755573775810844,0.1418878947698213,0.8693694604881682,0.9999937426388135
Case3,Test_179,36.0,-84.0,13327.407453969734,2,2,high,kept_original_label,ok,1001,258,723,0.9962291264279447,0.017417196835545393,-0.22849730213533767,0.22849730213533767,0.4153631359551821,0.6681663414081921,0.9999364710787305
Case3,Test_180,22.0,-27.0,10229.49842845019,3,2,high,report_change_supported_by_csv_moderate_curvature,ok,1001,88,893,0.9856461055733124,0.03392202393278621,-0.4489881470069557,0.4489881470069557,0.7546372200438887,0.47633686601362885,0.9996583526742374
Case3,Test_181,-47.0,5.0,10282.571907562284,2,2,high,kept_original_label,ok,1001,85,896,0.9870652754179908,0.03194609000372109,-0.42032061694823314,0.42032061694823314,0.7375373006258397,0.4892985223983112,0.9997363983777622
Case3,Test_182,16.0,-60.0,11961.958739787911,2,2,high,kept_original_label,ok,1001,121,860,0.9918388304057231,0.025535920247093762,-0.3371851708576737,0.3371851708576737,0.5896341335079827,0.5630767576554468,0.9998311077304505
Case3,Test_183,70.0,-63.0,10009.31213411648,1,1,high,kept_original_label,ok,1001,662,319,0.9994745496060237,0.006573174527966803,-0.08449341314952981,0.08449341314952981,0.16039486819033244,0.854454137623679,0.9999961328917089
Case3,Test_184,58.0,-22.0,12280.44258606878,2,2,high,kept_original_label,ok,1001,153,828,0.9935064557175989,0.022774048782500562,-0.29995794386916474,0.29995794386916474,0.5362710012067007,0.5939112410295356,0.9998718060139543
Case3,Test_185,-4.0,7.0,5713.536491140539,3,3,medium,kept_original_label,short_curve_but_usable,972,25,928,0.954432037488617,0.059614720170930745,-0.7802593327167402,0.7802593327167402,1.4126707509089134,0.23150859225064868,0.9942828001765864
Case3,Test_186,61.0,-55.0,13104.560355282776,1,1,high,kept_original_label,ok,1001,775,206,0.9999419054851849,0.0022387525096775533,0.012529967041149039,0.012529967041149039,0.07448727194271874,1.0574807837615918,0.9999974755972126
Case3,Test_187,51.0,-25.0,12486.886264609768,2,2,high,kept_original_label,ok,1001,184,797,0.9942582593116871,0.021394676339161228,-0.28066791111129286,0.28066791111129286,0.5113577371267316,0.6097324118294727,0.999894256365837
Case3,Test_188,-30.0,-6.0,8514.804394249095,3,3,high,kept_original_label,ok,1001,56,925,0.9775062979729915,0.04196884596847638,-0.5518153679575009,0.5518153679575009,0.9589963718488422,0.3926633857776135,0.9993848918314331
Case3,Test_189,-82.0,-27.0,12331.178585171674,2,2,high,kept_original_label,ok,1001,167,814,0.9944561842687386,0.021133380610667458,-0.27945715168221136,0.27945715168221136,0.4900818769510025,0.6192861214105744,0.9998830176132036
Case3,Test_190,31.0,-45.0,13357.83990229845,2,2,high,kept_original_label,ok,1001,279,702,0.9958026821273174,0.01829763140476232,-0.23805113034565317,0.23805113034565317,0.4434259872891865,0.6526057204285157,0.9999415670262481
Case3,Test_191,-48.0,-78.0,12252.301561049326,1,1,high,kept_original_label,ok,1001,444,537,0.999516649747855,0.006341471631002841,-0.08458700795619459,0.08458700795619459,0.13932931776832586,0.8702664089011927,0.9999865298397527
Case3,Test_192,-34.0,65.0,13848.23645599186,2,2,high,kept_original_label,ok,1001,281,700,0.9963938673812082,0.017030937820249652,-0.22308431919951188,0.22308431919951188,0.40596114211235357,0.6747219858324086,0.9999430574669691
Case3,Test_193,41.0,-83.0,13421.634243512332,1,1,high,kept_original_label,ok,1001,332,649,0.9990444667222395,0.009056222752646042,-0.12005958963928909,0.12005958963928909,0.16009809712457654,0.8505485411006743,0.9999701986614561
Case3,Test_194,-29.0,74.0,13034.443316581934,2,2,high,kept_original_label,ok,1001,193,788,0.9951947088160416,0.01966714733988419,-0.25945457373019193,0.25945457373019193,0.4610675134544333,0.6378746018283565,0.9999044866015029
Case3,Test_195,43.0,37.0,14330.155703588423,1,1,high,kept_original_label,ok,1001,423,558,0.9971258369137322,0.015197729351432881,-0.19688214170289461,0.19688214170289461,0.3639157537818865,0.7040932588388107,0.9999727299332952
Case3,Test_196,-73.0,89.0,6140.252721095002,1,1,high,kept_original_label,ok,1001,410,571,0.9997744801725656,0.004331007093538489,-0.057675189224267606,0.057675189224267606,0.09871372498543406,0.9062826887951085,0.9999933403741267
Case3,Test_197,-41.0,12.0,10217.798444929478,3,2,high,report_change_supported_by_csv_moderate_curvature,ok,1001,90,891,0.9869755348976353,0.03207541838136938,-0.422188678409329,0.422188678409329,0.7377636577089294,0.48892805621666574,0.9997356808477321
Case3,Test_198,-64.0,-44.0,14730.261549896088,1,1,high,kept_original_label,ok,1001,546,435,0.9976665358911875,0.013802059203565122,-0.1811640871063783,0.1811640871063783,0.3120195246227845,0.7374789934578735,0.9999745165327414
Case3,Test_199,-62.0,-53.0,13540.244058345552,1,1,high,kept_original_label,ok,1001,758,223,0.9993014452766614,0.007512148857557853,-0.08872669111327902,0.08872669111327902,0.20917087297987638,0.8178773337740449,0.9999979354115274
Case3,Test_200,35.0,82.0,13304.745810560027,2,2,high,kept_original_label,ok,1001,247,734,0.9961299655046966,0.01764938271918349,-0.2318242091831895,0.2318242091831895,0.4197432589627583,0.6650653070949757,0.9999326498729657
Case4,Test_001,11.0,49.0,11011.2961091772,2,2,high,kept_original_label,ok,1001,98,883,0.9891727919173167,0.029294501088953623,-0.3858369193285098,0.3858369193285098,0.6784405572572849,0.5176782664306866,0.999780760746747
Case4,Test_002,-15.0,-71.0,11586.564596425322,2,2,high,kept_original_label,ok,1001,112,869,0.9912285466972132,0.026524911181784513,-0.35110580395917346,0.35110580395917346,0.6024012835983009,0.5544613378240824,0.9998135806706384
Case4,Test_003,-88.0,11.0,10716.931732989204,2,2,high,kept_original_label,ok,1001,98,883,0.9894823105396872,0.029134178647182808,-0.3868557908758496,0.3868557908758496,0.642220292700983,0.5305576296097055,0.9997642884224404
Case4,Test_004,-25.0,-46.0,12312.454451945736,2,2,high,kept_original_label,ok,1001,181,800,0.9937709218821664,0.022260357066152713,-0.291823517316801,0.291823517316801,0.5318650841959506,0.5983628882264167,0.9998856332966424
Case4,Test_005,32.0,27.0,11302.030914016268,2,2,high,kept_original_label,ok,1001,148,833,0.9919021673648077,0.025501645530966822,-0.33720473290557074,0.33720473290557074,0.5827515751399645,0.565787783333258,0.9998239800775554
Case4,Test_006,-76.0,-52.0,11317.84062851288,1,1,high,kept_original_label,ok,1001,507,474,0.9994867407490354,0.006505984748605847,-0.08549143631453103,0.08549143631453103,0.1563717673231637,0.8568823190333461,0.9999909323311297
Case4,Test_007,-66.0,-12.0,11242.226390760545,2,2,high,kept_original_label,ok,1001,105,876,0.9904246154266813,0.027651882583064002,-0.3654088894163078,0.3654088894163078,0.6313847325368072,0.5399555504213421,0.999799992916809
Case4,Test_008,-43.0,77.0,13759.43944505826,1,1,high,kept_original_label,ok,1001,394,587,0.9994412252590155,0.006905867001586341,-0.09098250788998218,0.09098250788998218,0.11857707434267728,0.889778265544877,0.9999789230400495
Case4,Test_009,75.0,40.0,13655.920188995991,1,1,high,kept_original_label,ok,1001,345,636,0.9966522611497758,0.016407859340832893,-0.21400933372444125,0.21400933372444125,0.3904696895355091,0.6855306184218743,0.9999580335582654
Case4,Test_010,-63.0,87.0,7942.928397615446,1,1,high,kept_original_label,ok,1001,467,514,0.9995021567187983,0.006395960474869379,-0.08329264314716407,0.08329264314716407,0.15808726838689724,0.8558817301113052,0.9999926352032299
Case4,Test_011,-72.0,-8.0,10889.546373183595,2,2,high,kept_original_label,ok,1001,97,884,0.9893652670364323,0.02917687190510058,-0.38610604993683695,0.38610604993683695,0.6571767930748317,0.5254534783762488,0.9997749153565839
Case4,Test_012,-84.0,47.0,11739.540368921114,1,1,high,kept_original_label,ok,1001,391,590,0.9991963593054107,0.008149903873620419,-0.10828602256489796,0.10828602256489796,0.18517669513084695,0.8323362626429056,0.9999812156074892
Case4,Test_013,57.0,48.0,15063.294344662709,1,1,high,kept_original_label,ok,1001,751,230,0.9980936934002328,0.012566224494458645,-0.16577705608762056,0.16577705608762056,0.27324296536320936,0.7638039166336369,0.9999722395133639
Case4,Test_014,54.0,51.0,13934.86844264749,1,1,high,kept_original_label,ok,1001,754,227,0.9998937967904533,0.002977754816820109,-0.03891795363100805,0.03891795363100805,0.07284638777406013,0.9300682806000492,0.9999978557830355
Case4,Test_015,17.0,33.0,10022.321029494982,2,2,high,kept_original_label,ok,1001,87,894,0.9857367526708585,0.03367925105561316,-0.444604104390435,0.444604104390435,0.7602030117901081,0.4760117536883798,0.9996882685915307
Case4,Test_016,52.0,44.0,15284.484138723994,1,1,high,kept_original_label,ok,1001,671,310,0.9983225854235632,0.01174044141219093,-0.15404144032356365,0.15404144032356365,0.26324658779809634,0.7726870678473011,0.999982265062935
Case4,Test_017,-41.0,73.0,14021.893819899817,1,2,high,report_change_supported_by_csv_curvature,ok,1001,377,604,0.996739769574613,0.016193595794299537,-0.21091044602923584,0.21091044602923584,0.3851928430552106,0.6892547238234065,0.9999631768666756
Case4,Test_018,88.0,18.0,11264.07957600705,2,2,high,kept_original_label,ok,1001,117,864,0.991875535945418,0.025606492213630476,-0.3398367873152164,0.3398367873152164,0.5755934443814006,0.5675218186025709,0.9998151833092586
Case4,Test_019,-28.0,-86.0,12615.596692049405,2,2,high,kept_original_label,ok,1001,174,807,0.9947836755649629,0.020530980002867127,-0.2718175163607665,0.2718175163607665,0.4732412517873816,0.6289548295713004,0.9998856897126764
Case4,Test_020,-15.0,-39.0,10466.506495891375,2,2,high,kept_original_label,ok,1001,96,885,0.9873413133496779,0.031671273091457626,-0.417264898745896,0.417264898745896,0.7252594174630649,0.49452960892564723,0.9997401595818302
Case4,Test_021,-2.0,-69.0,10943.261820020676,2,2,high,kept_original_label,ok,1001,91,890,0.9886539985416372,0.030107483183190883,-0.3981362011679824,0.3981362011679824,0.6778458765168882,0.5155238716451018,0.9997594596506632
Case4,Test_022,-19.0,-70.0,12020.360863928992,2,2,high,kept_original_label,ok,1001,128,853,0.9924706108074455,0.024583723063637316,-0.32525550610140924,0.32525550610140924,0.5632426123158821,0.5764541405443884,0.9998405910616409
Case4,Test_023,-49.0,30.0,13146.503424824214,1,2,high,report_change_supported_by_csv_curvature,ok,1001,258,723,0.9956378969279148,0.01866203218965603,-0.24340802681507823,0.24340802681507823,0.45105397437261846,0.6473499301186486,0.9999343045689595
Case4,Test_024,59.0,-11.0,11249.244242253311,2,2,high,kept_original_label,ok,1001,104,877,0.990258420082295,0.027850623226223437,-0.3675194197363944,0.3675194197363944,0.6408252603794377,0.53585199068256,0.999800973792436
Case4,Test_025,-11.0,53.0,11308.608676135596,2,2,high,kept_original_label,ok,1001,102,879,0.9898570337346141,0.02838584081510938,-0.3741908392024461,0.3741908392024461,0.6564856952928324,0.5283550443226697,0.9997948747862839
Case4,Test_026,-56.0,40.0,14646.844460275654,1,1,high,kept_original_label,ok,1001,493,488,0.9975791700374819,0.014023589072752413,-0.18336427172228337,0.18336427172228337,0.32467660101455814,0.7291656340879008,0.9999744244780074
Case4,Test_027,62.0,-28.0,13035.419455934516,2,2,high,kept_original_label,ok,1001,205,776,0.9951872817225746,0.01964830943668737,-0.2583715363842236,0.2583715363842236,0.46566480467821464,0.6361460545462746,0.9999100987303481
Case4,Test_028,-60.0,15.0,11527.75712147158,2,2,high,kept_original_label,ok,1001,115,866,0.9913318972442369,0.026285829199073636,-0.34683587622389034,0.34683587622389034,0.6079170306925649,0.5533602679433297,0.9998236931507312
Case4,Test_029,-86.0,4.0,10320.00997640067,2,2,high,kept_original_label,ok,1001,89,892,0.9876220625405391,0.03159461150643462,-0.41943650316776476,0.41943650316776476,0.6875149095080572,0.506915259655521,0.9997310701970795
Case4,Test_030,-45.0,-21.0,11450.953045757604,2,2,high,kept_original_label,ok,1001,141,840,0.9918778620281982,0.025396529822377743,-0.3338558001915218,0.3338558001915218,0.5973829246284326,0.5610507617565313,0.9998435100095866
Case4,Test_031,39.0,-42.0,15017.870940238045,1,1,high,kept_original_label,ok,1001,466,515,0.9976705111990967,0.013681345439666143,-0.1759842685257504,0.1759842685257504,0.3325893800104003,0.726076433921415,0.9999807428907375
Case4,Test_032,-68.0,32.0,13274.15474804394,2,2,high,kept_original_label,ok,1001,238,743,0.9958232657800448,0.018315512959002984,-0.24039582128354367,0.24039582128354367,0.43575637884972585,0.655193641366581,0.9999289301849275
Case4,Test_033,30.0,-72.0,13140.812087499482,2,2,high,kept_original_label,ok,1001,205,776,0.995460719016777,0.01910419619796033,-0.2515878690342777,0.2515878690342777,0.4506244085349145,0.6449056200919561,0.9999131773117417
Case4,Test_034,65.0,-56.0,12351.514903597616,1,1,high,kept_original_label,ok,1001,735,246,0.999225010318223,0.007958945446352448,-0.10056924872107353,0.10056924872107353,0.1967079058330924,0.8258710424904528,0.999996435379364
Case4,Test_035,62.0,45.0,14907.545392338012,1,1,high,kept_original_label,ok,1001,607,374,0.9980563743642245,0.012631286783369907,-0.16623011246183902,0.16623011246183902,0.2822983198881426,0.7580688855136116,0.9999777962221107
Case4,Test_036,-51.0,58.0,13739.890874720544,1,1,high,kept_original_label,ok,1001,731,250,0.999982139958448,0.0012321213017860262,-0.00491872342376612,0.00491872342376612,0.03431206590477348,1.0091281735988729,0.9999970029201647
Case4,Test_037,82.0,-75.0,6153.597475114149,1,1,high,kept_original_label,ok,1001,427,554,0.9996386159209578,0.00546155353582844,-0.07172259285534051,0.07172259285534051,0.13256952167939406,0.8771033872464634,0.9999932469835299
Case4,Test_038,-37.0,59.0,14332.66676556077,1,1,high,kept_original_label,ok,1001,377,604,0.997053685663418,0.015413566995616879,-0.20110267119268388,0.20110267119268388,0.36674310192382714,0.7010116657106825,0.9999638428765639
Case4,Test_039,-35.0,-29.0,12006.895554676968,2,2,high,kept_original_label,ok,1001,192,789,0.9936502650511075,0.02255706440086857,-0.29714375720128944,0.29714375720128944,0.5262544201937709,0.5995810545434384,0.9998764641293093
Case4,Test_040,84.0,24.0,11960.17314038846,2,2,high,kept_original_label,ok,1001,146,835,0.9937505361273004,0.022449979079124324,-0.29740072152384095,0.29740072152384095,0.5144087234551439,0.6040988829835302,0.9998604163538012
Case4,Test_041,12.0,88.0,10861.875067734392,2,2,high,kept_original_label,ok,1001,98,883,0.9897704223651761,0.02875589852657858,-0.381982137073132,0.381982137073132,0.6325688827442666,0.5353742209199076,0.9997690699070656
Case4,Test_042,-80.0,36.0,13228.418708759287,1,2,high,report_change_supported_by_csv_curvature,ok,1001,264,717,0.9961935288459906,0.01749458520887696,-0.22933484489061687,0.22933484489061687,0.41677217729818217,0.667476527955293,0.9999382509547771
Case4,Test_043,90.0,52.0,10201.026376389784,1,1,high,kept_original_label,ok,1001,416,565,0.9991733499862172,0.008227977055245516,-0.10770839162577651,0.10770839162577651,0.2001743988323527,0.8215378213373897,0.9999862015609433
Case4,Test_044,-83.0,8.0,10546.269509072692,2,2,high,kept_original_label,ok,1001,93,888,0.9887127604146907,0.030147187344866714,-0.40001146795259623,0.40001146795259623,0.6643957175229612,0.519503548568424,0.9997538003754272
