case,case_id,u3_folder,u3_bucket,test_id,theta1,theta2,Pt,pt_source,raw_csv_path,curve_csv,plot_path
Case2,2,2-2,2,287,-77.0,22.0,8772.37,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_287.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_287.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_287_P1.png
Case2,2,2-2,2,288,37.0,70.0,10817.0,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_288.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_288.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_288_transition.png
Case2,2,2-2,2,289,-9.0,44.0,8529.16,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_289.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_289.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_289_P1.png
Case2,2,2-2,2,290,20.0,-82.0,9332.03,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_290.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_290.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_290_P1.png
Case2,2,2-2,2,295,-84.0,-9.0,8196.05,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/csv/force_disp_Test_295.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-2/csv_load/force_disp_Test_295.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-2/plot/plot_Test_295_P1.png
Case2,2,2-3,3,030,15.0,-12.0,6271.66,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_030.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_030.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_030_P1.png
Case2,2,2-3,3,032,-19.0,-7.0,6180.54,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_032.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_032.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_032_P1.png
Case2,2,2-3,3,036,8.0,25.0,7754.89,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_036.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_036.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_036_P1.png
Case2,2,2-3,3,059,14.0,3.0,5507.95,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_059.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_059.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_059_P1.png
Case2,2,2-3,3,068,-26.0,-1.0,6619.6,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_068.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_068.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_068_P1.png
Case2,2,2-3,3,072,-29.0,13.0,7542.06,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_072.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_072.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_072_P1.png
Case2,2,2-3,3,074,-1.0,-8.0,4993.36,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_074.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_074.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_074_P1.png
Case2,2,2-3,3,088,23.0,33.0,9582.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_088.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_088.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_088_P1.png
Case2,2,2-3,3,098,-1.0,36.0,7968.86,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_098.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_098.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_098_P1.png
Case2,2,2-3,3,112,21.0,-8.0,6465.49,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_112.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_112.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_112_P1.png
Case2,2,2-3,3,113,35.0,-2.0,7300.42,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_113.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_113.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_113_P1.png
Case2,2,2-3,3,119,31.0,-10.0,7399.44,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_119.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_119.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_119_P1.png
Case2,2,2-3,3,126,-8.0,18.0,6540.67,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_126.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_126.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_126_P1.png
Case2,2,2-3,3,129,24.0,11.0,6945.84,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_129.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_129.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_129_P1.png
Case2,2,2-3,3,140,1.0,-3.0,4741.28,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_140.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_140.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_140_P1.png
Case2,2,2-3,3,155,11.0,-32.0,8194.83,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_155.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_155.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_155_P1.png
Case2,2,2-3,3,159,-9.0,-4.0,5114.45,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_159.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_159.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_159_P1.png
Case2,2,2-3,3,164,-16.0,-5.0,5778.96,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_164.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_164.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_164_P1.png
Case2,2,2-3,3,165,-5.0,10.0,5276.65,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_165.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_165.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_165_P1.png
Case2,2,2-3,3,167,-4.0,-6.0,4929.14,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_167.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_167.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_167_P1.png
Case2,2,2-3,3,168,-5.0,-1.0,4807.71,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_168.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_168.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_168_P1.png
Case2,2,2-3,3,171,-6.0,-18.0,6380.88,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_171.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_171.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_171_P1.png
Case2,2,2-3,3,189,34.0,0.0,7217.93,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_189.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_189.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_189_P1.png
Case2,2,2-3,3,194,-11.0,-16.0,6403.58,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_194.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_194.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_194_P1.png
Case2,2,2-3,3,204,27.0,-22.0,8795.31,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_204.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_204.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_204_P1.png
Case2,2,2-3,3,210,-10.0,23.0,7169.93,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_210.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_210.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_210_P1.png
Case2,2,2-3,3,215,9.0,13.0,5826.76,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_215.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_215.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_215_P1.png
Case2,2,2-3,3,218,5.0,-15.0,5864.28,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_218.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_218.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_218_P1.png
Case2,2,2-3,3,220,14.0,-23.0,8311.51,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_220.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_220.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_220_P1.png
Case2,2,2-3,3,232,-8.0,-27.0,7789.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_232.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_232.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_232_P1.png
Case2,2,2-3,3,239,30.0,17.0,8001.3,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_239.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_239.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_239_P1.png
Case2,2,2-3,3,241,13.0,6.0,5537.34,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_241.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_241.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_241_P1.png
Case2,2,2-3,3,245,-34.0,-14.0,7852.4,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_245.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_245.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_245_P1.png
Case2,2,2-3,3,248,6.0,27.0,7687.01,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_248.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_248.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_248_P1.png
Case2,2,2-3,3,249,6.0,16.0,6042.45,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_249.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_249.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_249_P1.png
Case2,2,2-3,3,256,-25.0,-11.0,7025.17,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_256.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_256.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_256_P1.png
Case2,2,2-3,3,259,-6.0,38.0,8168.05,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_259.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_259.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_259_P1.png
Case2,2,2-3,3,261,-14.0,-28.0,8316.38,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_261.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_261.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_261_P1.png
Case2,2,2-3,3,263,-24.0,2.0,6464.17,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_263.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_263.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_263_P1.png
Case2,2,2-3,3,274,30.0,-25.0,9485.0,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_274.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_274.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_274_P1.png
Case2,2,2-3,3,280,-31.0,-12.0,7520.07,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_280.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_280.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_280_P1.png
Case2,2,2-3,3,284,16.0,16.0,6867.36,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_284.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_284.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_284_P1.png
Case2,2,2-3,3,291,26.0,5.0,6712.27,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_291.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_291.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_291_P1.png
Case2,2,2-3,3,293,-28.0,11.0,7286.09,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_293.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_293.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_293_P1.png
Case2,2,2-3,3,297,-13.0,-4.0,5445.15,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_297.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_297.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_297_P1.png
Case2,2,2-3,3,298,-19.0,-23.0,8637.42,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_298.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_298.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_298_P1.png
Case2,2,2-3,3,299,5.0,-32.0,7867.89,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/csv/force_disp_Test_299.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case2/2-3/csv_load/force_disp_Test_299.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/2-3/plot/plot_Test_299_P1.png
Case3,3,3-2,2,001,65.0,19.0,8768.69,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_001.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_001.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_001_P1.png
Case3,3,3-2,2,005,-52.0,20.0,8734.73,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_005.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_005.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_005_P1.png
Case3,3,3-2,2,006,-15.0,-74.0,9061.0,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_006.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_006.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_006_P1.png
Case3,3,3-2,2,008,86.0,9.0,8213.98,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_008.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_008.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_008_P1.png
Case3,3,3-2,2,009,-63.0,21.0,8861.12,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_009.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_009.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_009_P1.png
Case3,3,3-2,2,011,-39.0,-9.0,7792.35,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_011.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_011.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_011_P1.png
Case3,3,3-2,2,012,-56.0,9.0,8354.82,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_012.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_012.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_012_P1.png
Case3,3,3-2,2,013,61.0,33.0,10196.5,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_013.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_013.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_013_transition.png
Case3,3,3-2,2,014,19.0,79.0,9241.26,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_014.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_014.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_014_P1.png
Case3,3,3-2,2,015,35.0,60.0,10732.5,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_015.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_015.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_015_transition.png
Case3,3,3-2,2,017,-30.0,66.0,9436.03,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_017.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_017.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_017_P1.png
Case3,3,3-2,2,018,-53.0,31.0,10050.5,transition_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_018.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_018.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_018_transition.png
Case3,3,3-2,2,019,-79.0,29.0,8984.98,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_019.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_019.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_019_P1.png
Case3,3,3-2,2,020,-2.0,48.0,8531.82,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_020.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_020.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_020_P1.png
Case3,3,3-2,2,024,30.0,75.0,9440.06,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_024.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_024.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_024_P1.png
Case3,3,3-2,2,028,36.0,-31.0,10604.84,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_028.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_028.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_028_P1.png
Case3,3,3-2,2,034,-43.0,-15.0,8279.16,p1_plot_title,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/csv/force_disp_Test_034.csv,/Users/danlee/KyulAI_codex/data/datasets/DD_u3_pt_v1/Case3/3-2/csv_load/force_disp_Test_034.csv,/Users/danlee/KyulAI_codex/data/datasets/Double-Double/u3/3-2/plot/plot_Test_034_P1.png
