batch,source_test_id,global_test_id,case,theta1,theta2,pt,original_type,model_predicted_type,final_type,model_confidence,p_type1,p_type2,p_type3,confidence,data_quality,review_note,post_r2,post_nrmse,abs_quad_a,slope_drift,post_slope_ratio,source_csv
251-300,Test_031,Test_281,Case3,-76.0,-89.0,5726.002535900027,1,1,1,0.9999937258572565,0.9999937258572565,4.733410795181246e-06,1.5407319480508016e-06,high,ok,accepted_original_label,0.9998295239136491,0.003775929648569953,0.05048747280790705,0.07964836858199055,0.92339885732868,data/datasets/DD_new/251-300/csv/force_disp_Test_031.csv
251-300,Test_032,Test_282,Case3,32.0,8.0,8891.96813090958,2,2,2,0.9999978922802599,8.683606309029248e-07,0.9999978922802599,1.2393591091314315e-06,high,ok,accepted_original_label,0.9800891197365054,0.03955351678133825,0.5204549829665778,0.9011099739159025,0.4156364434411898,data/datasets/DD_new/251-300/csv/force_disp_Test_032.csv
251-300,Test_033,Test_283,Case3,13.0,90.0,10953.798120293703,2,2,2,0.9999932657853265,4.923140066279232e-06,0.9999932657853265,1.811074607201908e-06,high,ok,accepted_original_label,0.9901232502649029,0.02826087949578324,0.3754288339279609,0.6224353784113833,0.5410288183015052,data/datasets/DD_new/251-300/csv/force_disp_Test_033.csv
251-300,Test_034,Test_284,Case3,26.0,-2.0,7864.593971638623,3,3,3,0.999977122172171,1.664743255061921e-06,2.1213084573855638e-05,0.999977122172171,high,ok,accepted_original_label,0.9727184012699936,0.04610767487711979,0.6057820209800389,1.0629257204954,0.3529427004017835,data/datasets/DD_new/251-300/csv/force_disp_Test_034.csv
251-300,Test_035,Test_285,Case3,6.0,16.0,6711.8476708578055,3,3,3,0.999977122172171,1.664743255061921e-06,2.1213084573855638e-05,0.999977122172171,high,ok,accepted_original_label,0.9638164033899765,0.05315400930466817,0.700252584373407,1.2468154247279446,0.28375687622528606,data/datasets/DD_new/251-300/csv/force_disp_Test_035.csv
251-300,Test_036,Test_286,Case3,43.0,52.0,15525.674342884024,1,1,1,0.9999730005546346,0.9999730005546346,1.561710607512296e-05,1.1382339290427089e-05,high,ok,accepted_original_label,0.9983650894468343,0.011579178370944802,0.15162694387181014,0.2629198270893418,0.7730576684818886,data/datasets/DD_new/251-300/csv/force_disp_Test_036.csv
251-300,Test_037,Test_287,Case3,20.0,24.0,9444.093859304965,2,2,2,0.9999958630375501,1.6827846159579667e-06,0.9999958630375501,2.4541778338803113e-06,high,ok,accepted_original_label,0.9818709823841449,0.038006087189683097,0.5023783301469943,0.8507049848113165,0.4330658367485849,data/datasets/DD_new/251-300/csv/force_disp_Test_037.csv
251-300,Test_038,Test_288,Case3,75.0,52.0,11544.731401520492,1,1,1,0.9999994299564806,0.9999994299564806,3.265522749359374e-07,2.4349124442709707e-07,high,ok,accepted_original_label,0.9995311232806886,0.006216512180326453,0.0814340954416983,0.1513262145745733,0.8612404867760681,data/datasets/DD_new/251-300/csv/force_disp_Test_038.csv
251-300,Test_039,Test_289,Case3,13.0,-85.0,11066.844168768703,2,2,2,0.9999985672726232,1.1082963385031595e-06,0.9999985672726232,3.24431038410428e-07,high,ok,accepted_original_label,0.9902188977677187,0.028109465567384063,0.3732779893487291,0.6213375714262312,0.5417410844489217,data/datasets/DD_new/251-300/csv/force_disp_Test_039.csv
251-300,Test_040,Test_290,Case3,35.0,27.0,11709.86185969977,2,2,2,0.9999995337971006,1.9207119244888345e-07,0.9999995337971006,2.741317069104567e-07,high,ok,accepted_original_label,0.9928835122873165,0.02387431599346516,0.3148618241694447,0.5528995929320507,0.5838560144711828,data/datasets/DD_new/251-300/csv/force_disp_Test_040.csv
251-300,Test_041,Test_291,Case3,-52.0,-35.0,13944.8454930924,1,2,2,0.999973606294019,2.5615163900083583e-05,0.999973606294019,7.785420809579934e-07,model_high,ok,reclassified_by_current_csv_model,0.9967836477308447,0.01607720050219257,0.20924468668682036,0.3849275224748644,0.6895178418379939,data/datasets/DD_new/251-300/csv/force_disp_Test_041.csv
251-300,Test_042,Test_292,Case3,-54.0,-72.0,11580.660659889136,1,1,1,0.9999939412116866,0.9999939412116866,4.999756494134862e-06,1.0590318192403588e-06,high,ok,accepted_original_label,0.9996282912779086,0.005533184693546167,0.07166683454752965,0.13864193038772835,0.872303250130324,data/datasets/DD_new/251-300/csv/force_disp_Test_042.csv
251-300,Test_043,Test_293,Case3,-58.0,-40.0,14531.17013979186,1,2,2,0.9985810367229818,0.0014176354027835593,0.9985810367229818,1.3278742346685002e-06,model_high,ok,reclassified_by_current_csv_model,0.997455422092904,0.014372242831508238,0.1880117546104211,0.3330760251950648,0.7232920988084134,data/datasets/DD_new/251-300/csv/force_disp_Test_043.csv
251-300,Test_044,Test_294,Case3,-52.0,-80.0,10915.09564880999,1,1,1,0.9999780418793736,0.9999780418793736,1.8189672964519144e-05,3.768447661866145e-06,high,ok,accepted_original_label,0.9994500018456353,0.006731568388805876,0.08856096077120004,0.16173641693573446,0.8524483926919825,data/datasets/DD_new/251-300/csv/force_disp_Test_044.csv
251-300,Test_045,Test_295,Case3,34.0,-45.0,13943.52803783996,1,2,2,0.9997557837589846,0.00024351465335634395,0.9997557837589846,7.015876590139865e-07,model_high,ok,reclassified_by_current_csv_model,0.9965504763269021,0.016609275608593373,0.2152445692335913,0.40183612515606276,0.6794038996959303,data/datasets/DD_new/251-300/csv/force_disp_Test_045.csv
251-300,Test_046,Test_296,Case3,-5.0,5.0,5506.612601312856,3,3,3,0.9999766017658546,2.185160611284893e-06,2.121307353417987e-05,0.9999766017658546,needs_review,short_curve,accepted_original_label,0.9543079989184762,0.05964782967667721,0.7782183661515558,1.4124827691011288,0.2324100093024554,data/datasets/DD_new/251-300/csv/force_disp_Test_046.csv
251-300,Test_047,Test_297,Case3,-58.0,2.0,10810.029149232132,2,2,2,0.9999996371316227,1.4804218645519933e-07,0.9999996371316227,2.1482619091101707e-07,high,ok,accepted_original_label,0.9886504644710906,0.03001378734577526,0.3957978553678712,0.6885459783830009,0.5120366905026763,data/datasets/DD_new/251-300/csv/force_disp_Test_047.csv
251-300,Test_048,Test_298,Case3,25.0,-82.0,12420.583944827715,2,2,2,0.9999988548094966,8.85870167893376e-07,0.9999988548094966,2.593203356194692e-07,high,ok,accepted_original_label,0.9941818735990258,0.021677484145158334,0.2872097196661577,0.49629956388141777,0.614623026469985,data/datasets/DD_new/251-300/csv/force_disp_Test_048.csv
251-300,Test_049,Test_299,Case3,-30.0,-10.0,8802.605942556052,3,3,3,0.999930778786643,1.6646661034583855e-06,6.755654725361416e-05,0.999930778786643,high,ok,accepted_original_label,0.979240813149494,0.0403879840569533,0.5315751425400214,0.9186698322490304,0.40827035201763096,data/datasets/DD_new/251-300/csv/force_disp_Test_049.csv
251-300,Test_050,Test_300,Case3,-73.0,-18.0,11712.978120585007,2,2,2,0.9999996371316227,1.4804218645519933e-07,0.9999996371316227,2.1482619091101707e-07,high,ok,accepted_original_label,0.9921658479456712,0.02508557871199682,0.3320515532024169,0.571847592249024,0.571344658888916,data/datasets/DD_new/251-300/csv/force_disp_Test_050.csv
