filename,case,test_id,theta1,theta2,pt,type,source_csv
Case3_type2_force_disp_Test_141.csv,Case3,Test_141,72,-18,11692.7014,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_141.csv
Case3_type3_force_disp_Test_142.csv,Case3,Test_142,20,-1,7022.174636,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_142.csv
Case3_type3_force_disp_Test_143.csv,Case3,Test_143,8,9,5996.678373,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_143.csv
Case3_type2_force_disp_Test_144.csv,Case3,Test_144,27,-85,12621.11453,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_144.csv
Case3_type2_force_disp_Test_145.csv,Case3,Test_145,-30,67,13318.42649,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_145.csv
Case3_type2_force_disp_Test_146.csv,Case3,Test_146,-11,38,10044.70308,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_146.csv
Case3_type1_force_disp_Test_147.csv,Case3,Test_147,-69,-49,13080.56943,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_147.csv
Case3_type2_force_disp_Test_148.csv,Case3,Test_148,41,-14,10416.25701,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_148.csv
Case3_type2_force_disp_Test_149.csv,Case3,Test_149,22,-68,12469.6002,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_149.csv
Case3_type2_force_disp_Test_150.csv,Case3,Test_150,5,-35,9223.404666,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_150.csv
Case3_type2_force_disp_Test_151.csv,Case3,Test_151,-53,6,10764.3054,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_151.csv
Case3_type2_force_disp_Test_152.csv,Case3,Test_152,-52,62,13831.04205,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_152.csv
Case3_type1_force_disp_Test_153.csv,Case3,Test_153,-82,-88,5030.89171,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_153.csv
Case3_type2_force_disp_Test_154.csv,Case3,Test_154,24,53,12645.69979,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_154.csv
Case3_type2_force_disp_Test_155.csv,Case3,Test_155,19,48,11753.87524,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_155.csv
Case3_type1_force_disp_Test_156.csv,Case3,Test_156,74,-74,7350.553468,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_156.csv
Case3_type2_force_disp_Test_157.csv,Case3,Test_157,-59,-37,14086.46162,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_157.csv
Case3_type2_force_disp_Test_158.csv,Case3,Test_158,76,3,10600.91543,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_158.csv
Case3_type1_force_disp_Test_159.csv,Case3,Test_159,-58,75,10217.68854,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_159.csv
Case3_type3_force_disp_Test_160.csv,Case3,Test_160,27,5,8097.911413,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_160.csv
Case3_type1_force_disp_Test_161.csv,Case3,Test_161,47,-42,15470.77456,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_161.csv
Case3_type2_force_disp_Test_162.csv,Case3,Test_162,-4,55,10940.37484,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_162.csv
Case3_type1_force_disp_Test_163.csv,Case3,Test_163,-78,84,5655.147457,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_163.csv
Case3_type2_force_disp_Test_164.csv,Case3,Test_164,-8,62,11264.33518,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_164.csv
Case3_type2_force_disp_Test_165.csv,Case3,Test_165,6,-37,9591.095298,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_165.csv
Case3_type2_force_disp_Test_166.csv,Case3,Test_166,-22,23,9513.900709,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_166.csv
Case3_type1_force_disp_Test_167.csv,Case3,Test_167,-71,-50,12548.35162,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_167.csv
Case3_type2_force_disp_Test_168.csv,Case3,Test_168,-16,-87,11321.43649,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_168.csv
Case3_type1_force_disp_Test_169.csv,Case3,Test_169,-46,-76,13088.83077,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_169.csv
Case3_type3_force_disp_Test_170.csv,Case3,Test_170,1,-16,6623.368275,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_170.csv
Case3_type1_force_disp_Test_171.csv,Case3,Test_171,80,66,7841.752667,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_171.csv
Case3_type2_force_disp_Test_172.csv,Case3,Test_172,7,42,10179.16783,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_172.csv
Case3_type1_force_disp_Test_173.csv,Case3,Test_173,68,90,6965.141532,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_173.csv
Case3_type2_force_disp_Test_174.csv,Case3,Test_174,-69,28,12873.76246,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_174.csv
Case3_type2_force_disp_Test_175.csv,Case3,Test_175,66,18,11826.66291,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_175.csv
Case3_type2_force_disp_Test_176.csv,Case3,Test_176,-56,-10,11056.97176,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_176.csv
Case3_type2_force_disp_Test_177.csv,Case3,Test_177,65,-4,10805.07774,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_177.csv
Case3_type1_force_disp_Test_178.csv,Case3,Test_178,79,72,6917.046975,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_178.csv
Case3_type2_force_disp_Test_179.csv,Case3,Test_179,36,-84,13327.40745,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_179.csv
Case3_type2_force_disp_Test_180.csv,Case3,Test_180,22,-27,10229.49843,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_180.csv
Case3_type2_force_disp_Test_181.csv,Case3,Test_181,-47,5,10282.57191,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_181.csv
Case3_type2_force_disp_Test_182.csv,Case3,Test_182,16,-60,11961.95874,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_182.csv
Case3_type1_force_disp_Test_183.csv,Case3,Test_183,70,-63,10009.31213,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_183.csv
Case3_type2_force_disp_Test_184.csv,Case3,Test_184,58,-22,12280.44259,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_184.csv
Case3_type3_force_disp_Test_185.csv,Case3,Test_185,-4,7,5713.536491,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_185.csv
Case3_type1_force_disp_Test_186.csv,Case3,Test_186,61,-55,13104.56036,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_186.csv
Case3_type2_force_disp_Test_187.csv,Case3,Test_187,51,-25,12486.88626,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_187.csv
Case3_type3_force_disp_Test_188.csv,Case3,Test_188,-30,-6,8514.804394,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_188.csv
Case3_type2_force_disp_Test_189.csv,Case3,Test_189,-82,-27,12331.17859,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_189.csv
Case3_type2_force_disp_Test_190.csv,Case3,Test_190,31,-45,13357.8399,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_190.csv
Case3_type1_force_disp_Test_191.csv,Case3,Test_191,-48,-78,12252.30156,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_191.csv
Case3_type2_force_disp_Test_192.csv,Case3,Test_192,-34,65,13848.23646,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_192.csv
Case3_type1_force_disp_Test_193.csv,Case3,Test_193,41,-83,13421.63424,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_193.csv
Case3_type2_force_disp_Test_194.csv,Case3,Test_194,-29,74,13034.44332,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_194.csv
Case3_type1_force_disp_Test_195.csv,Case3,Test_195,43,37,14330.1557,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_195.csv
Case3_type1_force_disp_Test_196.csv,Case3,Test_196,-73,89,6140.252721,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_196.csv
Case3_type2_force_disp_Test_197.csv,Case3,Test_197,-41,12,10217.79844,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_197.csv
Case3_type1_force_disp_Test_198.csv,Case3,Test_198,-64,-44,14730.26155,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_198.csv
Case3_type1_force_disp_Test_199.csv,Case3,Test_199,-62,-53,13540.24406,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_199.csv
Case3_type2_force_disp_Test_200.csv,Case3,Test_200,35,82,13304.74581,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case3/csv_load/force_disp_Test_200.csv
Case4_type2_force_disp_Test_001.csv,Case4,Test_001,11,49,11011.29611,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_001.csv
Case4_type2_force_disp_Test_002.csv,Case4,Test_002,-15,-71,11586.5646,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_002.csv
Case4_type2_force_disp_Test_003.csv,Case4,Test_003,-88,11,10716.93173,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_003.csv
Case4_type2_force_disp_Test_004.csv,Case4,Test_004,-25,-46,12312.45445,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_004.csv
Case4_type2_force_disp_Test_005.csv,Case4,Test_005,32,27,11302.03091,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_005.csv
Case4_type1_force_disp_Test_006.csv,Case4,Test_006,-76,-52,11317.84063,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_006.csv
Case4_type2_force_disp_Test_007.csv,Case4,Test_007,-66,-12,11242.22639,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_007.csv
Case4_type1_force_disp_Test_008.csv,Case4,Test_008,-43,77,13759.43945,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_008.csv
Case4_type1_force_disp_Test_009.csv,Case4,Test_009,75,40,13655.92019,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_009.csv
Case4_type1_force_disp_Test_010.csv,Case4,Test_010,-63,87,7942.928398,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_010.csv
Case4_type2_force_disp_Test_011.csv,Case4,Test_011,-72,-8,10889.54637,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_011.csv
Case4_type1_force_disp_Test_012.csv,Case4,Test_012,-84,47,11739.54037,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_012.csv
Case4_type1_force_disp_Test_013.csv,Case4,Test_013,57,48,15063.29434,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_013.csv
Case4_type1_force_disp_Test_014.csv,Case4,Test_014,54,51,13934.86844,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_014.csv
Case4_type2_force_disp_Test_015.csv,Case4,Test_015,17,33,10022.32103,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_015.csv
Case4_type1_force_disp_Test_016.csv,Case4,Test_016,52,44,15284.48414,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_016.csv
Case4_type2_force_disp_Test_017.csv,Case4,Test_017,-41,73,14021.89382,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_017.csv
Case4_type2_force_disp_Test_018.csv,Case4,Test_018,88,18,11264.07958,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_018.csv
Case4_type2_force_disp_Test_019.csv,Case4,Test_019,-28,-86,12615.59669,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_019.csv
Case4_type2_force_disp_Test_020.csv,Case4,Test_020,-15,-39,10466.5065,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_020.csv
Case4_type2_force_disp_Test_021.csv,Case4,Test_021,-2,-69,10943.26182,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_021.csv
Case4_type2_force_disp_Test_022.csv,Case4,Test_022,-19,-70,12020.36086,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_022.csv
Case4_type2_force_disp_Test_023.csv,Case4,Test_023,-49,30,13146.50342,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_023.csv
Case4_type2_force_disp_Test_024.csv,Case4,Test_024,59,-11,11249.24424,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_024.csv
Case4_type2_force_disp_Test_025.csv,Case4,Test_025,-11,53,11308.60868,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_025.csv
Case4_type1_force_disp_Test_026.csv,Case4,Test_026,-56,40,14646.84446,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_026.csv
Case4_type2_force_disp_Test_027.csv,Case4,Test_027,62,-28,13035.41946,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_027.csv
Case4_type2_force_disp_Test_028.csv,Case4,Test_028,-60,15,11527.75712,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_028.csv
Case4_type2_force_disp_Test_029.csv,Case4,Test_029,-86,4,10320.00998,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_029.csv
Case4_type2_force_disp_Test_030.csv,Case4,Test_030,-45,-21,11450.95305,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_030.csv
Case4_type1_force_disp_Test_031.csv,Case4,Test_031,39,-42,15017.87094,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_031.csv
Case4_type2_force_disp_Test_032.csv,Case4,Test_032,-68,32,13274.15475,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_032.csv
Case4_type2_force_disp_Test_033.csv,Case4,Test_033,30,-72,13140.81209,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_033.csv
Case4_type1_force_disp_Test_034.csv,Case4,Test_034,65,-56,12351.5149,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_034.csv
Case4_type1_force_disp_Test_035.csv,Case4,Test_035,62,45,14907.54539,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_035.csv
Case4_type1_force_disp_Test_036.csv,Case4,Test_036,-51,58,13739.89087,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_036.csv
Case4_type1_force_disp_Test_037.csv,Case4,Test_037,82,-75,6153.597475,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_037.csv
Case4_type1_force_disp_Test_038.csv,Case4,Test_038,-37,59,14332.66677,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_038.csv
Case4_type2_force_disp_Test_039.csv,Case4,Test_039,-35,-29,12006.89555,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_039.csv
Case4_type2_force_disp_Test_040.csv,Case4,Test_040,84,24,11960.17314,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_040.csv
Case4_type2_force_disp_Test_041.csv,Case4,Test_041,12,88,10861.87507,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_041.csv
Case4_type2_force_disp_Test_042.csv,Case4,Test_042,-80,36,13228.41871,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_042.csv
Case4_type1_force_disp_Test_043.csv,Case4,Test_043,90,52,10201.02638,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_043.csv
Case4_type2_force_disp_Test_044.csv,Case4,Test_044,-83,8,10546.26951,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_044.csv
Case4_type2_force_disp_Test_045.csv,Case4,Test_045,77,-20,11760.61029,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_045.csv
Case4_type1_force_disp_Test_046.csv,Case4,Test_046,56,-82,9733.114748,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_046.csv
Case4_type2_force_disp_Test_047.csv,Case4,Test_047,-33,64,13726.80002,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_047.csv
Case4_type3_force_disp_Test_048.csv,Case4,Test_048,-23,-2,7397.614979,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_048.csv
Case4_type2_force_disp_Test_049.csv,Case4,Test_049,4,78,10742.85342,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_049.csv
Case4_type2_force_disp_Test_050.csv,Case4,Test_050,-13,60,11609.15172,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_050.csv
Case4_type2_force_disp_Test_051.csv,Case4,Test_051,-54,22,12204.59637,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_051.csv
Case4_type3_force_disp_Test_052.csv,Case4,Test_052,14,-3,6300.990441,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_052.csv
Case4_type2_force_disp_Test_053.csv,Case4,Test_053,-67,23,12333.83127,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_053.csv
Case4_type2_force_disp_Test_054.csv,Case4,Test_054,-36,-80,13328.61709,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_054.csv
Case4_type1_force_disp_Test_055.csv,Case4,Test_055,69,-62,10398.19359,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_055.csv
Case4_type1_force_disp_Test_056.csv,Case4,Test_056,88,-61,8241.597963,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_056.csv
Case4_type1_force_disp_Test_057.csv,Case4,Test_057,-85,56,9449.000387,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_057.csv
Case4_type1_force_disp_Test_058.csv,Case4,Test_058,46,41,15105.2994,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_058.csv
Case4_type2_force_disp_Test_059.csv,Case4,Test_059,34,-32,12712.43699,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_059.csv
Case4_type3_force_disp_Test_060.csv,Case4,Test_060,11,-2,6055.654348,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_060.csv
Case4_type2_force_disp_Test_061.csv,Case4,Test_061,19,-67,12124.15839,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_061.csv
Case4_type1_force_disp_Test_062.csv,Case4,Test_062,-45,-80,12713.31288,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_062.csv
Case4_type2_force_disp_Test_063.csv,Case4,Test_063,38,69,13909.78949,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_063.csv
Case4_type2_force_disp_Test_064.csv,Case4,Test_064,-65,32,13412.90273,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_064.csv
Case4_type2_force_disp_Test_065.csv,Case4,Test_065,-32,-36,12914.89566,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_065.csv
Case4_type2_force_disp_Test_066.csv,Case4,Test_066,-17,82,11514.67403,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_066.csv
Case4_type1_force_disp_Test_067.csv,Case4,Test_067,-61,78,9127.187099,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_067.csv
Case4_type1_force_disp_Test_068.csv,Case4,Test_068,45,-66,14877.8608,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_068.csv
Case4_type2_force_disp_Test_069.csv,Case4,Test_069,33,-41,13575.10333,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_069.csv
Case4_type1_force_disp_Test_070.csv,Case4,Test_070,48,85,11390.62167,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_070.csv
Case4_type1_force_disp_Test_071.csv,Case4,Test_071,82,86,5086.42288,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_071.csv
Case4_type2_force_disp_Test_072.csv,Case4,Test_072,-21,38,11159.08577,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_072.csv
Case4_type1_force_disp_Test_073.csv,Case4,Test_073,81,-73,6540.124985,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_073.csv
Case4_type2_force_disp_Test_074.csv,Case4,Test_074,78,-23,11993.26907,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_074.csv
Case4_type2_force_disp_Test_075.csv,Case4,Test_075,26,-58,12979.68043,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_075.csv
Case4_type3_force_disp_Test_076.csv,Case4,Test_076,13,14,7040.284628,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_076.csv
Case4_type2_force_disp_Test_077.csv,Case4,Test_077,-6,51,10863.56488,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_077.csv
Case4_type1_force_disp_Test_078.csv,Case4,Test_078,73,-45,14124.55736,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_078.csv
Case4_type3_force_disp_Test_079.csv,Case4,Test_079,0,1,5357.922599,3,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_079.csv
Case4_type1_force_disp_Test_080.csv,Case4,Test_080,-42,-56,14957.09,1,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_080.csv
Case4_type2_force_disp_Test_081.csv,Case4,Test_081,-80,12,10909.0261,2,/Users/danlee/KyulAI_codex/data/datasets/DD_curated_csv_v1/Case4/csv_load/force_disp_Test_081.csv
